titre_commentaire,commentaire,Mois_Avis,Annee_Avis,Ville,Pays,Mois_Sejour,Annee_Sejour,Note,Photo,langue
"['voyage', 'tribu']","['accueilau', 'top', 'restaurantau', 'top', 'chambresau', 'top', 'grand', 'plus', 'certaine', 'cécilia', 'travaille', 'bar', 'bienveillance', 'gentillesse', 'trouve', 'souvent', 'bravo']",mars,2022,None, None,mars,2022,5,no,fr
"['sommeil', 'manger', 'allez', 'amuser', 'répéter']","['navette', 'temp', 'parcs', 'boissons', 'chaudes', 'restaurant', 'buffet', 'correct', 'personnel', 'très', 'serviable', 'alice', 'friedrick', 'très', 'attentifs', 'accueil', 'chambres', 'couloirs', 'sale', 'beaucoup', 'poussière', 'meubles', 'tapis']",mars,2022,Olhao, Portugal,mars,2022,3,no,pt
"['beau', 'séjour', 'trop', 'attraction', 'fermées']","['séjourné', 'santa', 'hôtel', 'simple', 'propre', 'disposant', 'toutes', 'commodités', 'weekend', 'famille', 'bémol', 'isolation', 'phonique', 'navette', 'gratuite', 'restaurant', 'agréable', 'dommage', 'hôtel', 'joignable', 'oublié', 'carte', 'identité', 'réception', 'cni', 'moins', 'mois', 'injoignable', 'téléphone', 'aucune', 'réponse', 'mail', 'concernant', 'parcs', 'joli', 'propre', 'séjour', 'janvier', 'beaucoup', 'trop', 'attraction', 'fermées', 'restaurant', 'boutique', 'bien', 'dommage', 'enlève', 'magie', 'séjour']",mars,2022,None, None,janvier,2022,3,no,fr
"['bon', 'séjour']","['passé', 'bon', 'moment', 'hôtel', 'personnel', 'super', 'petit', 'déjeuner', 'bon', 'navette', 'géniale', 'ensemble', 'passé', 'excellent', 'premier', 'séjour', 'hâte', 'retourner', 'peutêtre', 'mois', 'plus', 'chauds', 'espère']",févr,2022,Dublin, Irlande,février,2022,4,no,en
"['très', 'moyen']","['séjourné', 'ici', 'auparavant', 'savais', 'allait', 'être', 'séjour', 'basique', 'air', 'très', 'fatigué', 'maintenant', 'couloirs', 'espaces', 'communs', 'bloc', 'chambres', 'papiers', 'peints', 'décollent', 'dégâts', 'eaux', 'chariot', 'serviette', 'draps', 'bloquent', 'allées', 'chambres', 'correctes', 'endroit', 'reposer', 'tête', 'douche', 'chaudes', 'sécurité', 'préoccupation', 'prises', 'électriques', 'lâches', 'radiateur', 'rideau', 'suspendu', 'audessus', 'devenait', 'tellement', 'chaud', 'éteint', 'porté', 'pull', 'lit', 'lors', 'dernier', 'jour', 'femmes', 'ménage', 'laissé', 'fenêtre', 'ouverte', 'chambre', 'glaciale', 'plus', 'inquiétant', 'rezdechaussée', 'importe', 'entrer', 'chambre', 'pendant', 'sortis', 'bon', 'marché', 'gai', 'correct', 'comme', 'base', 'pouvez', 'empêcher', 'sentir', 'peu', 'déprimé', 'environnement', 'après…']",févr,2022,None, None,février,2022,2,no,en
"['ravis', 'séjour']","['bien', 'hotel', 'moins', 'chers', 'paris', 'santa', 'grand', 'petite', 'attention', 'font', 'magie', 'rendezvous', 'premier', 'séjour', 'personnel', 'petit', 'soin', 'accueil', 'personnel', 'nettoyage', 'message', 'personnalisé', 'bienvenue', 'télévision', 'fait', 'sourire', 'gros', 'plus', 'charmé', 'boissons', 'chaudes', 'offertes', 'via', 'carte', 'parfait', 'amateur', 'café', 'chambre', 'spacieuse', 'agréable', 'gros', 'coup', 'coeur', 'salle', 'bain', 'surtout', 'baignoire', 'enfants', 'ravis', 'repartir', 'bouteille', 'shampoing', 'couleurs', 'après', 'shampoing', 'sent', 'plus', 'très', 'bon', 'radiateur', 'salle', 'bain', 'fonctionnait', 'finalement', 'chaleur', 'immediate', 'eau', 'vite', 'palié…']",févr,2022,None, None,février,2022,5,no,fr
['expérience'],"['pro', 'chambres', 'très', 'propres', 'emplacement', 'génial', 'marché', 'chaque', 'jour', 'minute', 'chemin', 'lac', 'besoin', 'utiliser', 'navette', 'sécurité', 'entrée', 'hôtel', 'vérifié', 'covid', 'chaque', 'jour', 'reçu', 'bracelet', 'pouvez', 'également', 'montrer', 'point', 'contrôle', 'montrer', 'contrôlé', 'rend', 'contrôles', 'peu', 'plus', 'faciles', 'plus', 'rapides', 'taille', 'chambre', 'ressemblait', 'plus', 'étoiles', 'lit', 'queen', 'peu', 'plus', 'confort', 'lit', 'vraiment', 'confortables', 'inconvénients', 'seulement', 'bbc', 'world', 'news', 'euronews', 'autre', 'nouvelle', 'chanel', 'anglais', 'toutes', 'autres', 'chanel', 'françaises', 'allemande', 'couloir', 'bloc', 'hôtel', 'vraiment', 'malodorant', 'énormes', 'tach', 'eau', 'tapis', 'bonne', 'impression', 'chambre', 'sentait', 'machine', 'café', 'chambre', 'distributeur', 'automatique', 'hôtel…']",févr,2022,Hertfordshire, Royaume-Uni,février,2022,4,no,en
"['base', 'idéale', 'quelques', 'jours']","['hôtel', 'agréablement', 'surpris', 'hôtel', 'peutêtre', 'hôtel', 'moins', 'cher', 'obtenez', 'belle', 'chambre', 'standard', 'très', 'propre', 'joliment', 'décorée', 'thème', 'buffet', 'petit', 'déjeuner', 'très', 'copieux', 'varié', 'très', 'savoureux', 'personnel', 'également', 'incroyablement', 'sympathique', 'hôtel', 'trouve', 'minute', 'pied', 'entrée', 'parc', 'seul', 'inconvénient', 'signalisation', 'terrain', 'hôtel', 'pourrait', 'être', 'meilleure', 'petite', 'amie', 'somme', 'arrivés', 'train', 'fallu', 'peu', 'chercher', 'trouver', 'réception', 'plus', 'tard', 'aussi', 'bâtiment', 'chambre']",févr,2022,None, None,novembre,2021,4,no,nl
"['nuit', 'famille']","['hôtel', 'top', 'proche', 'parc', 'navette', 'minute', 'bus', 'chambre', 'assez', 'grande', 'lit', 'peu', 'dur', 'contre', 'boisson', 'chaude', 'offerte', 'jours', 'place', 'possibilité', 'voir', 'personnages', 'soir', 'sympa', 'enfants', 'restaurant', 'peu', 'cher', 'buffet', 'recommande', 'cette', 'hôtel']",févr,2022,Amiens, France,février,2022,4,no,fr
['parfait'],"['chambre', 'propre', 'literie', 'juste', 'parfaite', 'ambiance', 'hôtel', 'correspond', 'parfaitement', 'esprit', 'film', 'plus', 'navette', 'gratuite', 'permet', 'laisser', 'voiture', 'parking', 'hôtel', 'sans', 'payer', 'celui', 'parc']",févr,2022,Suippes, France,février,2022,5,yes,fr
['correct'],"['hôtel', 'correct', 'assez', 'vieillot', 'satisfaisant', 'prix', 'exercé', 'déco', 'correct', 'personnel', 'très', 'agréable', 'navettes', 'très', 'pratiques', 'lorsque', 'voiture', 'reviendrons', 'plaisir']",févr,2022,Valence, France,février,2022,5,no,fr
"['rien', 'redire', 'prix']","['hôtel', 'génial', 'agréable', 'propre', 'super', 'prix', 'payé', 'personnel', 'incroyable', 'particulier', 'hervé', 'démarqué', 'plus', 'allé', 'audelà', 'attentes', 'toujours', 'amical', 'serviable', 'nourriture', 'excellente', 'pouvez', 'battre', 'petitdéjeuner', 'anglais', 'œufs', 'saucisses', 'extraordinaires', 'question', 'goût', 'personnel', 'beaucoup', 'croissant', 'pain', 'grillé', 'beurres', 'confiture', 'céréales', 'lait', 'nutella', 'œuvres', 'pris', 'petitdéjeuner', 'hôtel', 'pouvons', 'commenter', 'autres', 'repas', 'vraiment', 'heureux', 'ensemble', 'retournerais', 'sans', 'hésiter', 'recommande', 'fortement']",févr,2022,None, None,février,2022,5,no,en
"['séjour', 'magique']","['petite', 'amie', 'séjourné', 'hôtel', 'santa', 'pendant', 'nuits', 'dire', 'somme', 'très', 'bien', 'trouvés', 'euphémisme', 'forfait', 'accès', 'parc', 'jours', 'nuits', 'passer', 'arrivée', 'tous', 'gar', 'truc', 'très', 'gentils', 'beaucoup', 'italiens', 'toujours', 'faisaient', 'effort', 'parler', 'italien', 'entendaient', 'parler', 'italien', 'somme', 'arrivés', 'checkin', 'savions', 'chambre', 'prête', 'contraire', 'exceptionnellement', 'trouvée', 'juste', 'avant', 'possibilité', 'laisser', 'bagages', 'bagagerie', 'emporter', 'profiter', 'chaque', 'instant', 'parc', 'chaque', 'jour', 'trouvé', 'chambre', 'parfaitement', 'propre', 'bien', 'rangée', 'chaque', 'jour', 'nous…']",févr,2022,None, None,février,2022,5,yes,it
"['sejour', 'février']","['sejour', 'jours', 'nuit', 'santa', 'enfants', 'apprécié', 'ambiance', 'trouvé', 'hôtel', 'peu', 'vieillot', 'chambre', 'visuellement', 'propre', 'plein', 'poussières', 'fait', 'ménage', 'tous', 'jours', 'chaussette', 'sale', 'accrochée', 'niveau', 'boitier', 'alarme', 'incendie', 'anciens', 'locataires', 'devaient', 'gênés', 'lumière', 'rouge', 'boîtier', 'dormir', 'salle', 'baim', 'mérite', 'renovation', 'aération', 'vraiment', 'bruyante', 'chambre', 'dormir', 'assez', 'gênant', 'lit', 'trouvé', 'extrêmement', 'confortable', 'matelas', 'dur', 'ressort', 'nuit', 'passe', 'séjour', 'plus', 'long', 'déconseiller', 'plus', 'moins', 'formule', 'amélioré', 'évidemment', 'faut', 'attendre']",févr,2022,None, None,février,2022,3,no,fr
"['super', 'week', 'end']","['super', 'week', 'end', 'passe', 'nuit', 'hôtel', 'santa', 'super', 'chambre', 'très', 'propre', 'matelas', 'qualité', 'salle', 'bain', 'très', 'propre', 'équipe', 'serviette', 'shampoing', 'savon', 'sèche', 'cheveux', 'gel', 'douche', 'pris', 'formule', 'demi', 'pension', 'petit', 'déjeuner', 'dîner', 'cantina', 'tres', 'varie', 'personnel', 'sympathique', 'reviendrons']",févr,2022,Laval, France,février,2022,5,no,fr
"['simple', 'bien']","['hôtel', 'moins', 'cher', 'peu', 'équipements', 'chambre', 'hôtel', 'soigné', 'propre', 'point', 'départ', 'idéal', 'visite', 'minute', 'pied', 'navette', 'entrée', 'parc', 'pouvez', 'entrer', 'parc', 'heures', 'plus', 'tôt', 'nonclients', 'hôtel', 'gros', 'avantage', 'permet', 'économiser', 'beaucoup', 'temp', 'attente', 'attraction']",févr,2022,Breukelen, Pays-Bas,février,2022,4,no,nl
"['pire', 'hôtel', 'vie']","['sans', 'exagération', 'pire', 'hôtel', 'jamais', 'connu', 'toute', 'vie', 'inclus', 'motel', 'logements', 'scolaires', 'jugement', 'seule', 'étoile', 'personnel', 'super', 'seule', 'exception', 'personnel', 'grossier', 'scandaleux', 'porte', 'ferme', 'hôtel', 'ordure', 'devraient', 'construire', 'mur', 'autour', 'gen', 'sortent', 'besoin', 'garder', 'entrée', 'pur', 'ridicule', 'tel', 'ensemble', 'mur', 'arrivé', 'chambre', 'attendais', 'chambre', 'propre', 'chaleureuse', 'trouvé', 'pièce', 'humide', 'malodorante', 'couverte', 'pire', 'moisissure', 'jamais', 'vue', 'estce', 'direction', 'hôtel', 'destiné', 'familles', 'sans', 'aucun', 'doute', 'problème', 'santé', 'demandé', 'deuxième', 'chambre', 'vraiment', 'fatiguée', 'changer', 'chambre…']",févr,2022,Baden-Baden, Allemagne,février,2022,1,yes,en
"['très', 'calme']","['fait', 'cheyenne', 'change', 'santa', 'peu', 'moins', 'cher', 'cheyenne', 'hôtel', 'très', 'bien', 'chambre', 'sympathique', 'référence', 'très', 'calme', 'bâtiment', 'super', 'agréable', 'bonne', 'literie', 'emplacement', 'nickel', 'aller', 'parc', 'pied', 'petit', 'dej', 'hyper', 'varié', 'sucre', 'salé']",févr,2022,Rouen, France,février,2022,4,yes,fr
['moyen'],"['bon', 'mentir', 'meilleur', 'hotel', 'parc', 'chambres', 'propres', 'salle', 'eau', 'mérite', 'rénovation', 'nuit', 'bémol', 'cantina', 'prendre', 'petit', 'déjeuner', 'usine', 'gaz', 'cadre', 'moche', 'qualité', 'bonne', 'magie', 'repassera']",févr,2022,Morestel, France,février,2022,3,no,fr
['parfait'],"['séjour', 'jours', 'début', 'janvier', 'enfant', 'fauteuil', 'roulant', 'chambre', 'pmr', 'parfaite', 'trés', 'pratique', 'chambres', 'côtes', 'côte', 'salle', 'bain', 'douche', 'pmr', 'coté', 'baignoire', 'autre', 'coté', 'monde', 'ravi', 'plus', 'différentes', 'reservation', 'dineyland', 'booking', 'mise', 'commun', 'sans', 'difficulté', 'éviter', 'changer', 'chambre', 'dés', 'arrivée', 'personnel', 'conciergerie', 'trés', 'sympa', 'bouilloire', 'oreillers', 'supplémentaires', 'demandés', 'plus', 'arrivés', 'sans', 'soucis', 'chambre', 'minute', 'suivirent', 'bémol', 'part', 'aération', 'chambre', 'trés', 'bruyante', 'quelques', 'mouton', 'retrouvés', 'sou', 'lit', 'excellent', 'accueil', 'restaurant', 'hotel', 'également', 'sommes…']",févr,2022,Coutières, France,janvier,2022,4,no,fr
"['personnel', 'agréable', 'installation', 'médiocres']","['personnel', 'très', 'gentil', 'serviable', 'chambre', 'standard', 'bien', 'nettoyée', 'quoi', 'faire', 'thé', 'café', 'moquette', 'mauvaises', 'tach', 'vraiment', 'trop', 'mauvaises', 'être', 'nettoyées', 'besoin', 'être', 'améliorées', 'land', 'hôtel', 'économique', 'devais', 'revenir', 'paierais', 'certainement', 'supplément', 'rester']",févr,2022,County Leitrim, Irlande,février,2022,3,no,en
"['très', 'bien']","['très', 'bon', 'hôtel', 'weekend', 'lit', 'confortable', 'salle', 'bain', 'fonctionnel', 'rien', 'dire', 'recommande', 'surtout', 'quand', 'vient', 'passe', 'beaucoup', 'temp', 'hôtel', 'hésiter', 'aller', 'recommande']",janv,2022,Vallet, France,janvier,2022,5,no,fr
"['vaut', 'peine']","['allé', 'couple', 'adolescent', 'mari', 'chambre', 'trop', 'petite', 'placés', 'trop', 'loin', 'réception', 'employés', 'sans', 'magie', 'impolis', 'tous', 'jours', 'demandaient', 'voir', 'carnet', 'santé', 'puissions', 'prendre', 'petit', 'déjeuner', 'manque', 'total', 'organisation', 'expérience', 'valait', 'peine']",janv,2022,Praia Grande, SP,janvier,2022,3,yes,pt
"['juste', 'magique']","['beaucoup', 'voyagé', 'pense', 'jamais', 'rencontré', 'personnel', 'aussi', 'sympathique', 'début', 'fin', 'séjour', 'fils', 'pris', 'plein', 'yeux', 'mot', 'assez', 'remercier', 'tous', 'séjour', 'magique', 'monde', 'pris', 'temp', 'discuter', 'fils', 'savoir', 'aimait', 'comme', 'personnage', 'passé', 'bon', 'trajet', 'bonne', 'journée', 'parc', 'concernant', 'chambre', 'certes', 'rustique', 'propre', 'équipée', 'merci', 'encore', 'infiniment', 'touche', 'magie', 'fin', 'séjour', 'incroyable']",janv,2022,Canet en Roussillon, France,janvier,2022,5,yes,fr
"['chambre', 'salle', 'suffisamment', 'équipé']","['bonjour', 'énormément', 'déçu', 'séjour', 'paris', 'week', 'end', 'multiple', 'désagrément', 'réseau', 'application', 'plan', 'place', 'passe', 'plus', 'chambre', 'hotel', 'santa', 'ménage', 'laissé', 'désiré', 'bombons', 'resté', 'moquette', 'rien', 'disposition', 'chambre', 'gobelé', 'personnes', 'personnes', 'payé', 'certaine', 'somme', 'restaurant', 'cantina', 'promet', 'repas', 'végan', 'adapte', 'allergie', 'alimentaire', 'promesses', 'fosse', 'fils', 'allergie', 'produits', 'laitiers', 'hors', 'frites', 'rien', 'menu', 'repas', 'présent', 'retiré', 'carte', 'très', 'onéreux']",janv,2022,None, None,janvier,2022,1,no,fr
['brillant'],"['pris', 'chambre', 'deux', 'jours', 'avant', 'réservation', 'jour', 'plus', 'tard', 'autre', 'hôtel', 'pris', 'prix', 'essayer', 'vérité', 'adoré', 'chambre', 'salle', 'bain', 'parfait', 'aménagements', 'voitures', 'problème', 'moins', 'cher', 'phénoménal', 'seule', 'chose', 'distance', 'peu', 'plus', 'loin', 'beau', 'chemin', 'bien', 'allez', 'enfants', 'préférerez', 'peutêtre', 'plus', 'près', 'excluons', 'revenir', 'hôtel', 'recommandons']",janv,2022,Madrid, Spain,janvier,2022,5,yes,es
"['idéal', 'parcs', 'vacances']","['super', 'hôtel', 'quelques', 'jours', 'attendez', 'chambre', 'très', 'spacieuse', 'suffisant', 'famille', 'personnes', 'lit', 'bien', 'dormi', 'dit', 'passant', 'chambres', 'peu', 'bruyantes', 'heureusement', 'aucun', 'problème', 'arrivée', 'stationnement', 'hôtel', 'enfer', 'petit', 'déjeuner', 'également', 'bien', 'organisé', 'tous', 'goûts']",janv,2022,Breda, Pays-Bas,janvier,2022,3,yes,nl
"['agréable', 'séjour', 'mais…']","['chambre', 'décors', 'agréables', 'personnel', 'souriant', 'donne', 'toutes', 'information', 'arrivée', 'complique', 'mal', 'suite', 'aventure…', 'petit', 'peu', 'cher', 'qualité', 'service']",janv,2022,France,None,janvier,2022,3,no,fr
"['décevant', 'hôtel']","['séjourné', 'plusieurs', 'fois', 'autres', 'hôtels', 'fils', 'fan', 'réservés', 'séjour', 'nuit', 'jours', 'comment', 'dire', 'déception', 'quand', 'somme', 'entrés', 'chambre', 'très', 'vieillotte', 'matelas', 'parlons', 'pas…', 'voulu', 'réserver', 'nuit', 'supplémentaire', 'réception', 'annonce', 'plus', 'euro', 'nuit', 'sans', 'billet', 'parc', 'précise', 'prix', 'annoncé', 'booking', 'euro', 'moins', 'réponse', 'tarifs', 'ordinateur', 'réservé', 'booking', 'moins', 'cher', 'merci', 'service', 'commerciale', 'heureusement', 'personnel', 'petit', 'déjeuné', 'parfait', 'agréable', 'vraiment', 'retrouvé', 'étoiles', 'hôtel']",déc,2021,None, None,décembre,2021,2,no,fr
"['séjour', 'top']","['séjourné', 'décembre', 'accueil', 'formidable', 'personnel', 'petit', 'soin', 'largement', 'choix', 'petit', 'déjeuner', 'plus', 'place', 'breackfast', 'application', 'testant', 'fois', 'autre', 'matin', 'mieux', 'partir', 'navette', 'beneficier', 'magic', 'plus', 'ouverture', 'parc', 'avant', 'top', 'permis', 'faire', 'maximum', 'attraction', 'prisées', 'journée', 'sans', 'attendre', 'parc', 'vraiment', 'différence', 'moins', 'monde']",déc,2021,La Rabatelière, France,décembre,2021,5,yes,fr
['route'],"['très', 'bel', 'hôtel', 'fond', 'thème', 'personnellement', 'beaucoup', 'aimé', 'chambre', 'aussi', 'aimé', 'hall', 'entrée', 'peut', 'rencontrer', 'personnages', 'personnel', 'super', 'gentil', 'hésite', 'aider', 'besoin', 'écoute', 'petite', 'boutique', 'sympa', 'peut', 'dépanner', 'besoin', 'buffet', 'super', 'point', 'vue', 'complet', 'varier', 'quoi', 'faire', 'plaisir', 'monde', 'aussi', 'bien', 'spécialités', 'mexicaines', 'non', 'juste', 'certaines', 'personnes', 'personnel', 'restaurant', 'super', 'sympa', 'accueillantes', 'part', 'reste', 'super', 'beaucoup', 'aimé', 'style', 'navette', 'devant', 'hôtel', 'plus', 'service', 'bagagerie', 'top']",déc,2021,Gosselies, Belgique,décembre,2021,5,yes,fr
"['renseignements', 'urgent']","['bonsoir', 'aimerais', 'petit', 'renseignement', 'hôtel', 'santa', 'allons', 'partir', 'fêter', 'noël', 'aimerions', 'savoir', 'chambre', 'exactement', 'surtout', 'salle', 'bain', 'linge', 'toilette', 'merci', 'aide', 'assez', 'urgente', 'train', 'préparer', 'valise', 'merci', 'bonnes', 'fêtes', 'tous']",déc,2021,None, None,décembre,2021,5,no,fr
"['bon', 'hôtel', 'visiter']","['bel', 'hôtel', 'relativement', 'thème', 'chambres', 'petite', 'basiques', 'accessible', 'uniquement', 'navette', 'min', 'dommage', 'affluence', 'matinexcellent', 'petit', 'déjeuner', 'buffet', 'certainement', 'option', 'valable', 'nuit', 'bon', 'prix']",déc,2021,Milan, Italie,décembre,2021,3,no,it
"['super', 'sejour']","['venue', 'enfants', 'jours', 'nuit', 'réceptionnistes', 'adorables', 'surtout', 'personnel', 'bagagiste', 'super', 'adorables', 'equipe', 'top', 'chambre', 'super', 'propre', 'navette', 'super', 'pratique', 'merci', 'première', 'fois', 'top']",déc,2021,France,None,décembre,2021,5,yes,fr
"['fuir', 'rénover', 'urgence']","['grand', 'temp', 'fermer', 'hôtel', 'rénover', 'chambre', 'sale', 'lit', 'faits', 'plein', 'saleté', 'sol', 'poils', 'douche', 'isolation', 'phonique', 'absolument', 'inexistante', 'quel', 'plaisir', 'faire', 'réveiller', 'pleine', 'nuit', 'ébats', 'voisins', 'entend', 'gen', 'éternuer', 'marcher', 'parler', 'aller', 'toilette', 'horrible', 'chambre', 'bonne', 'taille', 'meubles', 'usés', 'vieux', 'table', 'nuit', 'bancale', 'moquette', 'décolle', 'sol', 'dernier', 'jour', 'fait', 'sale', 'coupure', 'réception', 'répondu', 'trousse', 'secours', 'bâtiment', 'appeler', 'ambulance', 'vraiment', 'très', 'pro', 'encore', 'moins', 'humain', 'parlons', 'dimension', 'humaine', 'plus']",déc,2021,None, None,décembre,2021,1,no,fr
"['très', 'déçu']","['viens', 'séjourner', 'newport', 'bay', 'pendant', 'nuits', 'décembre', 'super', 'hôtel', 'dernière', 'nuit', 'somme', 'descendus', 'prix', 'santa', 'toujours', 'chambres', 'partions', 'heures', 'matin', 'lendemain', 'rentrer', 'chez', 'savions', 'aussi', 'agréable', 'newport', 'bay', 'choqués', 'voir', 'quel', 'point', 'mauvais', 'départ', 'bon', 'rien', 'reprocher', 'dame', 'accueillis', 'très', 'sympathique', 'serviable', 'quand', 'somme', 'arrivés', 'chambres', 'heures', 'tous', 'deux', 'odeur', 'horrible', 'moisi', 'sale', 'deux', 'chambres', 'très', 'défraîchies', 'usées', 'hauteur', 'thème', 'bon', 'décoration', 'qualité', 'générale', 'vraiment', 'médiocres', 'chariot', 'ménage', 'palier', 'quand', 'somme', 'arrivés', 'toujours', 'quand', 'somme', 'partis', 'très', 'disgracieux', 'aller']",déc,2021,Hutton le Hole, Royaume-Uni,décembre,2021,1,no,en
"['hôtel', 'hauteur']","['honnêtement', 'cherche', 'négatif', 'dire', 'réceptionnistes', 'accueillants', 'chambre', 'propre', 'apprécié', 'douche', 'chaude', 'soir', 'bon', 'mitigeur', 'légèrement', 'galère', 'rien', 'fou', 'literie', 'top', 'bien', 'reposés', 'après', 'journée', 'réceptionniste', 'avancé', 'réservation', 'restaurant', 'enfants', 'pouvaient', 'plus', 'bagagerie', 'efficace', 'non', 'rien', 'dire', 'merci']",déc,2021,None, None,décembre,2021,5,no,fr
"['bon', 'prix']","['hôtel', 'très', 'pratique', 'veulent', 'venir', 'amis', 'couple', 'faire', 'allerretour', 'hôtel', 'profiter', 'parc', 'service', 'personnel', 'très', 'accueillant', 'professionnel', 'compétent', 'encore', 'grand', 'merci', 'tous', 'rendu', 'séjour', 'meilleur', 'énorme', 'merci', 'mathieu', 'restaurant', 'cantina', 'ajouté', 'séjour', 'soleil', 'manquait', 'météo', 'thématisation', 'assez', 'minimaliste', 'thématisation', 'hauteur', 'autres', 'hôtels', 'reste', 'sympathique', 'surtout', 'fan', 'chambre', 'classique', 'lit', 'super', 'confortable', 'ventilation', 'peu', 'bruyante', 'minimum', 'assuré', 'peut', 'non', 'plus', 'dire', 'mal', 'dormi', 'restauration', 'pris', 'un…']",déc,2021,None, None,novembre,2021,4,no,fr
"['bon', 'rapport', 'qualité', 'prix']","['prix', 'sincèrement', 'très', 'bien', 'très', 'propre', 'félicitations', 'femmes', 'ménage', 'literie', 'très', 'confortable', 'indispensable', 'après', 'journées', 'fatigantes', 'personnel', 'toujours', 'agréable', 'petit', 'déjeuner', 'copieux', 'décoration', 'trop', 'mignonne']",nov,2021,Toulouse, France,novembre,2021,5,yes,fr
"['bon', 'hôtel', 'lit', 'trop', 'étroits']","['passé', 'nuit', 'hôtel', 'durant', 'séjour', 'accès', 'rapide', 'facile', 'depuis', 'parc', 'somme', 'allés', 'pied', 'lieu', 'annoncées', 'marchons', 'assez', 'vite', 'réception', 'très', 'bonne', 'sourire', 'bonne', 'humeur', 'rendezvous', 'chambre', 'spacieuse', 'comme', 'salle', 'bain', 'propre', 'matelas', 'confortables', 'très', 'étonnée', 'lit', 'petits', 'somme', 'habitués', 'dormir', 'lit', 'prix', 'chambre', 'pense', 'minimum', 'dormi', 'chacun', 'lit', 'chambre', 'familles', 'pourront', 'chacun', 'lit', 'manquait', 'également', 'selon', 'plateau', 'de…']",nov,2021,Riom, France,novembre,2021,4,yes,fr
"['hôtel', 'parfait', 'aller', 'enfants']","['hôtel', 'thème', 'voitures', 'très', 'agréable', 'dispose', 'parking', 'gratuit', 'hôtels', 'moins', 'chers', 'complexe', 'chambre', 'spacieuse', 'lit', 'confortables', 'toutes', 'voitures', 'thème', 'aprèsmidi', 'enfants', 'possibilité', 'rencontrer', 'personnages', 'hall', 'personnel', 'très', 'sympathique', 'plupart', 'parlent', 'espagnol', 'petit', 'déjeuner', 'très', 'varié', 'correcte', 'espace', 'enfants', 'peindre', 'pendant', 'adultes', 'finissent', 'prendre', 'petit', 'déjeuner', 'pouvez', 'promener', 'parcs', 'passerelle', 'agréable', 'agréable', 'relie', 'village', 'autres', 'hôtels', 'offrent', 'également', 'bus', 'gratuit', 'parcs', 'point', 'négatif', 'tous', 'bâtiments', 'ascenseur', 'deuxième', 'étage', 'sans', 'ascenseur', 'devions…']",nov,2021,Granollers, Espagne,novembre,2021,4,no,es
"['manque', 'équipements', 'base', 'lit', 'confortables']","['arrivé', 'très', 'tard', 'trouver', 'moisissure', 'noire', 'couette', 'tach', 'couette', 'fille', 'ampoule', 'grillées', 'autour', 'miroir', 'salle', 'bain', 'aucun', 'seau', 'glace', 'glace', 'disponible', 'immeuble', 'sûr', 'covidcependant', 'savez', 'différence', 'fait', 'distributeurs', 'automatiques', 'plusieurs', 'personnes', 'touchent', 'glace', 'disponible', 'besoin', 'être', 'rénové', 'porte', 'salle', 'bain', 'dégâts', 'eau', 'repeints', 'petite', 'touch', 'feraient', 'peu', 'plus', 'expérience', 'bon', 'emplacement', 'navettes', 'visite', 'supplémentaire', 'paris', 'parfaites', 'ensemble', 'confortable', 'temp', 'passé', 'chambre', 'draps', 'frais', 'remplacés', 'lendemain', 'matin']",nov,2021,Rota, Espagne,novembre,2021,3,no,en
"['salle', 'bain', 'sale', 'cheuveux', 'poils', 'mesures', 'covid', 'non', 'respectées']","['rendons', 'compte', 'voulant', 'utiliser', 'salle', 'bain', 'sale', 'reste', 'mousse', 'collante', 'cheveux', 'poils', 'également', 'trace', 'dentifrice', 'lavabo', 'existe', 'bien', 'charriot', 'nettoyage', 'près', 'chambre', 'draps', 'serviette', 'sale', 'près', 'porte', 'donne', 'beaucoup', 'charme', 'décoration', 'chariot', 'restera', 'stationné', 'durant', 'séjour', 'évitement', 'porte', 'prime', 'amis', 'chambre', 'bâtiment', 'charriot', 'chambres', 'disposition', 'couloir', 'serveuses', 'starbucks', 'soir', 'portent', 'correctement', 'masque', 'adressent', 'façon', 'incorrect', 'client', 'table', 'très', 'sale', 'somme', 'content', 'mesures…']",nov,2021,Avignon, France,novembre,2021,1,yes,fr
"['devait', 'être', 'business']","['très', 'bruyant', 'murs', 'fin', 'côté', 'rue', 'dort', 'clin', 'oeil', 'lit', 'durs', 'étoiles', 'bouilloire', 'mini', 'bar', 'rien', 'très', 'fréquenté', 'familles', 'vont', 'viennent', 'nuitincroyable', 'vraiment', 'mauvaise', 'pierre', 'bon', 'endroit', 'parc', 'salon', 'professionnel', 'reviendrais', 'jamais', 'ici', 'petitsenfants', 'donnezmoi', 'efteling']",nov,2021,Pays-Bas,None,novembre,2021,2,yes,nl
"['santa', 'fee']","['bonjour', 'question', 'allons', 'land', 'réservé', 'hôtel', 'santa', 'fee', 'décembre', 'aimerait', 'prendre', 'petit', 'déjeuner', 'hôtel', 'moyen', 'joindre', 'mail', 'téléphone', 'fille', 'oublié', 'réservé', 'petit', 'déjeuner', 'lors', 'réservation', 'merci', 'réponses']",nov,2021,Tubize, Belgique,novembre,2021,4,no,fr
