titre_comm,comm,date,loc,note,photo
Correct,"Bonne chambre spacieuse et de bonne qualité.  Salle de bain pratique. Le bar est sympa et le parc n est pas tres loin. La.vue est sympa, le parking est grand.  Par contre les couloirs sont interminables mais ce n est qu un details.",Seb a écrit un avis (juin 2019),"Oulmes, France",bubble_40,no
Visite en famille à Disney,"Hotel de bon standing, les chambres sont confortables, le service bagagerie est bien fait. Le décor est joli, à pied avec les travaux la distance est un peu longue. Les tarifs des services de restauration sont assez élevés. La réception est bonne et le personnel sympathique. Bon séjour.",joel v a écrit un avis (juin 2019),"Aix-en-Provence, France",bubble_40,no
Compass Club Newport Bay Club,"Nous avons réservé une nuit dans une chambre Compass Club côté Lac.  Nous avons eu un Balcon avec vu sur le lac et vu sur le Space Mountain ainsi que le château, juste Magnifique !  L'accueil avec voiturier est vraiment parfait ainsi que le service Bagagiste.  Le seul Bémol est peut-être le manque d'entretien du balcon mais qui n'est vraiment rien comparé à la beauté du Compass Club (Chambre, Lougne, réception).",Pierre Tristan a écrit un avis (juin 2019),"Ath, Belgique",bubble_50,no
Merveilleux ,Superbe hôtel  Les chambres sont magnifiques les lits confortables  Le petit déjeuner à tomber  Séjour de 2 nuits 3 jours inoubliables  4 boissons vous sont offertes avec votre magicpass dans les machines à boissons installer à tout les étages  ,mamuchepapuche a écrit un avis (juin 2019),"Soings-en-Sologne, France",bubble_50,yes
Hôtel magique ,Très belles hôtel 🏨 typique Disney personnage à hôtel belle prestation personnel très à l’écoute chambres très belles restauration très bon piscine 🏊‍♀️ belle et pratique pour les enfants 👶 belles magie 🧙‍♀️,Jerome 06 a écrit un avis (juin 2019),"Menton, France",bubble_50,yes
Superbe hôtel,"L’hôtel est très beau, la décoration est superbe. Rien à dire sur la propreté. La chambre est spacieuse, le lit très confortable. Tout était bien propre. Le petit déjeuner et le repas du soir à l’hôtel étaient bien fourni et très bon.",lilu082015 a écrit un avis (juin 2019),"Libin, Belgique",bubble_50,no
Séjour,"Je recommande le Newport. Jolie chambre, calme, propre et des cast members très accueillants.  Une très belle vue.  La chambre était spacieuse et bien dans le thème.  Je reviendrais sûrement faire un séjour dans cet hôtel",Anais L a écrit un avis (juin 2019),"Saint-Alban-Auriolles, France",bubble_50,no
Presque parfait.,"Jolie hôtel, jolie vue, super chambre super literie.   Le bar est génial, des larges fauteuil , des barmans et serveux compétant et attentionnés   Le gigantisme de l’hôtel rend l'expérience un peu impersonnel , mais pour cela on  y peu rien .  Par contre la réceptionniste qui à l'air  blasé, qui oublie certains services demandés, et ne retrouves pas nos résa restaurants, débite sont discours appris par cœur sans se soucier de nos questions , est un peu décevant .  Aucun ""accueil"" dans la chambre pas de bouteille d'eau, pas de petit chocolat ,  pas de petits mots : Rien C'est pas obligatoire certes, mais ca fait  un peu ""cheap  """,Foodies a écrit un avis (juin 2019),"None, None",bubble_40,no
Superbe,"Magnifique ! chambre spacieuse, accueil très chaleureux, pas de mini bar ni de bouilloire dans la chambre mais des boissons chaudes et une machine à glaçons à tous les étages, gratuites. les parcs et le village disneyland sont à 5 mn à pied, le vallée village et val d'Europe sont à 5 mn en bus et 2 mn en Rer. Je recommande et j'y retournerai avec plaisir.",Nadia T a écrit un avis (juin 2019),"Port-de-Bouc, France",bubble_50,no
Magie Disney,"Nous y sommes allés pour la 6ième fois. Toujours un plaisir de revenir à Disney Land Paris. Dès l'approche en voiture nous entrons dans ce monde magique. Ambiance, atmosphère. Un vrai plaisir de voir les yeux de enfants (mais aussi des adultes) briller. Plein d'étoiles . Merci à Disney Land paris ",TiteDutrieux a écrit un avis (juin 2019),"Lennik, Belgique",bubble_50,no
Bien mais! 01/06/2019,"Chambre spacieuse, belles serviettes de bain, léger en savon... parking impeccable, voiturier et conciergerie très sympa... éviter la navette sans intérêt et incroyablement longue... mais pour un 4✨pas de mini-Bar 🥺 et surtout le Room-service ferme à 22h00 🤯😤.... ça c’est incroyable ... la misère .... reste le bar avec ses pauvres sandwich .... ",Ol1095 a écrit un avis (juin 2019),"None, None",bubble_30,yes
Déçus...,"Relativement déçus , car nous nous attendions à un niveau de prestations supérieur pour un 4* .  Pas de plateau d'accueil dans la chambre , pas une bouteille d'eau .. ni de mini bar., d'où impossibilité de vous faire un café si vous etes matinal , car le petit déjeuner débute à 7 heures . Peignoir et chaussons inexistants Une seule et unique prise électrique dans la chambre , on ne peut recharger qu'un seul appareil à la fois. Petit déjeuner cher par rapport à la qualité des produits Clim qui diffusait de l'air froid en mode chauffage Le seul point positif : bonne literie",talys a écrit un avis (juin 2019),pyrenees orientales,bubble_30,no
Déçus!!!,"Pour un hôtel “affiché “ 4 clefs nous attendions de meilleures prestations: -pas assez de savons, shampoing.. pour 4  -salle de bain “vieillote”, douche non étanche... - pas assez de prises pour les portables  - retouches peintures bas de gamme - 15 minutes d’attente pour le petit-déjeuner programmé à 8h",mariagS7592SQ a écrit un avis (juin 2019),"Cusset, France",bubble_20,no
"Repas excellents, chambre décevante","Repas excellent au buffet, mais décevant au restaurant servi à table (qualité moyenne). Pas de mini bar dans la chambre, et coin ""salle d'eau / rangement"" très mal organisé (surtout si chambre pour 4 avec 2 couples). A revoir",Road26390631768 a écrit un avis (juin 2019),"Saint-Victoret, France",bubble_40,no
Bien,"propreté irréprochable, les petits déjeuners super copieux et très variés. Dommage que les chiens ne soient pas acceptés tout en payant et respectant certaines conditions.Les repas sont bien équilibrés",Marie-Josée H a écrit un avis (mai 2019),"None, None",bubble_40,no
Tres moyen pour un 4 étoiles,"Nous avons séjourné dans cet hôtel lors de notre week end à disney et franchement mise à part le style 'disney' c'est plutôt très moyen pour un 4 étoiles. Un ibis présente bien mieux pour beaucoup moins chère...  La chambre est basique (pas de frigo) avec une salle de bain faite en 2 parties. Une partie lavabo puis une autre pièce avec la baignoire et le wc... le tout, pas de dernière fraicheur...  Point positif, la literie était parfaite à notre gout.  Le petit déjeuner était varié mais encore une fois pas digne d'un 4 étoiles. De vulgaire distributeurs de confiture au lieu de petit pot individuel, un bol de sauce au chocolat à l'arrache, des distributeurs de jus d'orange ou de pomme tel un formule 1...  Quant au personnel....clairement pas sociable...  Un '4 étoiles' très très…",Rudy L a écrit un avis (mai 2019),"Amiens, France",bubble_30,yes
Pas à la hauteur.,"Premier séjour dans un hôtel Disney, décevant. L'hôtel n'est pas à la hauteur d'un hôtel 4*,  facturé en moyenne 450 euros la nuit! - linge de toilette blanc devenu gris (sale ou vieux?) - tapisserie décollée dans la chambre - pas de bouteille d'eau - la salle de bain est sale et vétuste - le personnel n'est pas aimable (accueil, bagagerie et sécurité notamment) - le ménage est à revoir. Le buffet du soir est correct au niveau du choix, la qualité en revanche laisse vraiment à désirer. L'hôtel est loin du parc et les navettes sont bondées pour se rendre au parc. En conclusion, un très mauvais rapport qualité prix. Nous reviendrons au parc Disney mais pas dans les hôtels.",nola a écrit un avis (mai 2019),"Lausanne, Suisse",bubble_20,no
Féerique ,"Hôtel parfait pour finir sa journée à Disney. La décoration est superbe et la chambre possède de grands espaces. Nous n’avons entendu aucun bruit, là chambre est chaleureuse et d’une propreté impeccable. Le personnel est disponible et réactif, tout est bien indiqué malgré le nombre de chambres interminable. Tout est à disposition pour le séjour (service bagages, navettes...) nous reviendrons sans hésiter !",South tastes a écrit un avis (mai 2019),"Marseille, France",bubble_50,yes
Anniversaire,"Rien à dire. Personnel sympathique à notre arrivé, au restaurant, au bar. Chambre très belle..... Mais à notre départ le samedi 25 mai au matin à 7h30a personne à l'accueil désagréable. Une jeune fille pas sympa, a qui j'ai demandé pour l'anniversaire de notre petit fils 5 ans...ce jour là, Si il y avait un petit quelque chose. Réponse méprisante :le badge !!!! Le jeune homme charmant à notre arrivée nous avait gentiment dit qu'un petit cadeau serais la à notre départ. Ce n'est pas pour c cadeau mais un sourire de sa part aurait été bien.. Un peu dessus.... Mais le reste a été magique",Muriel C a écrit un avis (mai 2019),"Marseille, France",bubble_50,no
Magnifique hôtel !!," Malgré + de 1000 chambres (le plus grand hôtel d’Europe) on voit que tout est parfaitement rodé ! Nous avions réservé une chambre  familiale en Compass Club. Vous avez un accueil privatif (dans un bureau avec fauteuils), vous ne faites pas la longue file d’attente en attendant qu’un comptoir se libère. On vous remet une pochette avec vos cartes magnétiques (pour rentrer dans le parc, prendre des fasspasts, elles serviront également de clés pour votre chambre) + des tickets fasspasts à effet immédiat (1 pour chaque occupant de la chambre). Nous étions logés en chambre familiale (pour 6 personnes : 2 lits doubles et 2 canapés lits de 1 personne). Chambre très spacieuse, avec coiffeuse et commande, équipée d’une salle de bain avec douche, baignoire, WC, sèche cheveux (performant…",FamillyLDSD a écrit un avis (mai 2019),"Bourgogne, France",bubble_50,yes
Pas mal mais m attendais à mieux,"Avons séjourné une nuit dans ce bel hôtel, cadre splendide, chambres somptueuses juste dommage qu on nous ai attribué une chambre déjà occupée..c était un peu bof..je n aurais pas voulu être ceux que nous sommes venus dérangé !!!! Un peu déçue de la piscine qui est petite et qui s annonçait avec un bassin à remou, un jacuzzi...sauf que c est le même petit bassin, que c est en alternance et interdit aux enfants de moins de 7ans...service serviettes génial par contre.  En ce qui concerne les repas testés : buffet du soir, pas mal de cgoow mais dommage que les assiettes ne soient pas chaudes, jusqu a ce qu on arrive à table le contenu de l assiette est froid, pas mal de choix. Pour le petit dej c est juste gargantuesque et rien à dire c était parfait !!!!",aurelie h a écrit un avis (mai 2019),"Saverne, France",bubble_30,no
Hotel Top - Trop de pannes sur les attractions du parc,"Hotel super et petit déjeuner délicieux  chambres propres spacieuses à la literie très confortable Par contre les pannes récurrentes sur les attractions étaient très pénibles  : en 2 jours, nous avons eu droit à u nombre considérables de  pannes d'attraction pendant que nous étions dans la file d'attente (RC Racer, Crush Coaster, parachutes, Space Mountain...) Dans la plupart des cas, nous avons persévérer dans la file mais cela a allongé considérablement l'attente.",Ingrid K a écrit un avis (mai 2019),"None, None",bubble_30,no
TRES DECU,"En temps de pluie, tous les attractions extérieurs sont fermées par conséquence lorsque vous avez des petits vous faites rien  . L'attraction Big Thunder Mountain tombe en panne régulièrement . Très enchanté lorsque vous attendez 1 heure en file d'attente. Sans compter les attractions en fermeture pour rénovation. Très déçu.",Traveler44135788081 a écrit un avis (mai 2019),"None, None",bubble_20,no
Perte de temps.,Concernant cet hôtel je vais plus insister sur le temps.Car chez Mickey chaque minutes peut se traduire en longues minutes d'attente aux attractions. Perte de temps pour se rendre en navette à l'hôtel. Perte de temps car il y a une zone de contrôle des bagages mal organisée à l'hôtel.Perte de temps pour déposer les bagages à la consigne de l'hôtel. perte de temps pour se faire enregistrer. perte de temps pour attendre le car pour se rendre au parc bref on perd facilement plus de 2 heures. Mais ils ont prévu un système de Disney Express à la gare choses que l'on ne savais pas mais qui est payant. Vous déposez vos bagages à un comptoir spécial de la gare et ils s'occupent de tout. Je vous le conseille fortement. Concernant l'hôtel il est cher il est beau il est confortable le…,JLOL2 a écrit un avis (mai 2019),"Marseille, France",bubble_30,no
Séjour avec enfants,Je m attendais à mieux. Le personnel pas spécialement souriant ! C est dommage au vu du prix. La plupart des activités sont assez basiques.  Le + la rencontre avec les personnages surtout Mickey.  Je ne pense pas revenir ,Voyage64136981591 a écrit un avis (mai 2019),"Toulouse, France",bubble_40,no
Moyen,"Nous avons séjourné à Newport 2 nuits en demi-pension, le repas ne varie pas vraiment d'un soir à l'autre, c'est une déception pour un hôtel aussi chèr. Pour l'accueil aussi une petite déception, mon mari a dû décharger tout seul les valises pour toutes la famille.  Sinon le petit déjeuner était bien. Mais nous ne pensons pas y revenir, hôtel trop grand, beaucoup de monde.",Famille a écrit un avis (mai 2019),"Saintes-Maries de la Mer, France",bubble_30,no
Sejour magique !,Je tiens à tirer mon chapeau à cet hotel qui tient toutes ces promesses...jai etai accueilli par Reynald un cast member très gentil..chambre propre rien a dire piscine au top aussi je recommande à 100000% et une mention spéciale aussi a Sofian le voiturier qui a etai très gentil avec mes enfants...il nous a offert une touche de magie❤jai passer mes 30 ans au newport je suis redevenu enfant 2 jours...je suis venu seule avec 4 enfants tout etai parfait .. Je reviendrai dès que possible. Restez comme sa vous êtes au top !!!❤❤⭐⭐⭐tina cointe du 15 au 16 mai 2019 :),Ymml M a écrit un avis (mai 2019),"None, None",bubble_50,no
Les enfants adorent mais !!,"Nous sommes allés au Newport bay club. L’hôtel est égal aux parcs; beaucoup de monde mais c'est la magie Disney. Les enfants sont ravis et adore aller à Disneyland; Les attractions sont toujours appréciés. Dormir dans les hôtels , c'est bien pratique mais pour le prix, nous gardons quelques réserves.En définitif, on voit très peu la chambre juste pour dormir. On pourrait penser être un peu VIP dans les hotels mais hélàs ce n'est pas le cas.Les parents aussi aimeraient avoir un peu de magie.",laetitiadrnt39 a écrit un avis (mai 2019),"None, None",bubble_30,no
personnel au top,"chambre confortable , petit déjeuner et goûter très corrects et surtout un personnel vraiment très très aimable et sympathique , la piscine très bien malgré les hammams qui ne fonctionnais pas , bref un très bon hôtel",Ludovic T a écrit un avis (mai 2019),"None, None",bubble_40,no
Très déçues,"Habituées des hôtels Disney nous avons réservé le NewPort pour 2 nuits. Hôtel trop grand, plus de 1000 chambres.... et cela se ressent lorsque l’on nous attribue la chambre 3384 au bout du monde de l’aile Est alors que lors de la réservation avec la centrale l’on nous a indiqué que nous serions dans le bâtiment principal. Bref première déception. Ensuite pour aller à Disney Village à pied : un peu de marche en plus, pour cause de travaux, faire le tour du lac complet.... puis impossible de régler l’eau chaude / froide dans notre chambre, soit bouillante soit gelée ! Insonorisation 0 ! Réveillées dès 7h par les gosses des autres des chambres voisines, que du bonheur! Avons testé la piscine, grosse incompréhension sur le choix du carrelage des vestiaires et de la piscine…",poutyx a écrit un avis (mai 2019),"Toulouse, France",bubble_20,no
Une bonne surprise,"Habitues à séjourner dans l’hôtel New York , nous avons profité de sa fermeture pour rénovation pour tester le Newport . Nous ne l’avons pas regretté . Un joli cadre , un très bon accueil et un emplacement assez agréable .",Wilfrid B a écrit un avis (mai 2019),"Toulouse, France",bubble_40,no
très bon séjour,"nous avons passé un très bon séjour, bonne literie, très propre  à proximité du parc. C'était un séjour en famille.  nous avons eu un très bon accueil. Les chambres sont disponibles à partir de 15 heures.",julie83710 a écrit un avis (mai 2019),"Charleroi, Belgique",bubble_40,no
Un séjour qui aurait pu être plus satisfaisant vu les tarifs demandés,"Nous avions réservé un couple avec 3 petits enfants et très difficile d'obtenir pour 2 nuits la même chambre malgré réservation de notre agence qui a tout essayé 3 mois avant le départ et sur place finalement après3 heures ...nous avons obtenu certes une chambre très agréable avec nos 3 petits enfants épuisés .et sans changement. le 2ieme jour pas de bouteille d''eau dans la chambre car trop cher ...Pour réserver un diner certes non fait le jour de l'arrivée puisque on ne nous avait pas averti , le jour même plus de place en buffet ; donc choix d'un diner assis certes très bons mais pour des petits plus complexes ;par ailleurs un très bel hôtel bien situé mais peu d'information à l'arrivée pour nous aider dans l'organisation , tout à fait regrettable vu les tarifs de cet hôtel…",Chantal G a écrit un avis (mai 2019),"Dreux, France",bubble_30,no
Superbe,"L'hôtel est vraiment magnifique dès la réception. La chambre est très bien décorée. Très chic. La salle de bain est très bien aussi. Une bouilloire est mise à disposition sur simple demande. Les bagages sont apportés dans la chambre directement en confiant le ticket à la réception. C'est le plus bel hôtel de Disney que j'ai fait jusqu'à présent, sachant que je les ai tous fait sauf le disneyland hôtel.   Seul bémol, au New-York Hôtel, un bagagiste avait pris mes bagages dès la réception afin que je ne fasse pas la queue 2 fois... Là, entre le check in et la bagagerie, j'ai perdu 1h15!",Hélène L a écrit un avis (mai 2019),"None, None",bubble_50,yes
"Hôtel correct, chambres à améliorer ","Nous nous sommes rendu à Disneyland et avons séjourné 3 nuit dans cet établissement. Nous avons apprécié: Le calme de la chambre (assez défilée), le style « Disney » avec la présence des personnages que chaque matin, à tour de rôle étaient disponibles pour faire des photos, le petit déjeuner très varié avec des produit de qualité.  Nous n’avons pas apprécié: La distance des parcs, à savoir que la promenade autour du petit lac est sympathique, mais il y a facilement 1 km voir plus de l’hôtel à l’entrée des parcs; cela peux sembler pas grand chose, mais c’est assez loin si vous compter rentrer les après-midi pour faire reposer les petits; il est vrai qu’un service navette est disponible, mais souvent pris d’assaut et lors de notre séjour, il y avait moins de navettes pour le…",evatiamo a écrit un avis (mai 2019),"Ornex, France",bubble_30,yes
tout y est magnifique,"De l'accueil, a la situation dans le parc, au petite déjeuner en passant par la chambre !!!! tout est au top dans cet hôtel ! un excellent hôtel sur place qui a été refait a neuf il y a peu ! je sais qu'on dors peu quand on va à disney mais tout de même il faut reconnaitre la qualité",hightower13720 a écrit un avis (mai 2019),"La-Bouilladisse, France",bubble_50,no
PRIX 5 ETOILES - SERVICE 0 ETOILES,"Chambre à 600 € la nuit. Impossible de dormir la 1ère nuit à cause de bruits continus. Après réclamation le lendemain, intervention pour régler le problème mais après avoir insisté longuement et seulement à 22h00 !! Aucune compensation accordée si ce n'est une proposition pour un coupe file pour la journée alors que nous partions à 10h00 ! Personnel à la réception sans aucune empathie, ne sachant ou ne voulant pas se remettre en question. Si vous voulez jeter votre argent par les fenêtres, vous êtes au bon endroit, sinon évitez à tout prix.",08203miguel a écrit un avis (mai 2019),"Epalinges, Suisse",bubble_10,no
Pas top ,"Honnêtement, je n’ai pas vraiment apprécié les services. Pas de room service en chambre standard, télécommande marche pas et 1heure d’attente pour en avoir une autre... en revanche petit déjeuner fabuleux",Florentin130 a écrit un avis (mai 2019),"Marseille, France",bubble_20,no
Decus," L hôtel est splendide, on s attend au meilleur, et ce n est pas au niveau... A l arrivée ça commence mal, je ne peux pas accompagner mon mari à la réception, un seul membre par famille, les autres sont invités à patienter à l écart.  Arrivés dans la chambre, pour un 4 étoiles, une douche sordide datant des années 90, avec un rideau et les toilettes dans la salle de bain. 4 verres mais pas de mini bar, ni même une simple bouteille d eau. On a attendus 4 fois la navette, on a abdiqué, et sommes allés à pied. On n a jamais vu arriver la navette à l hôtel et le personnel de l hôtel en poste devant l hôtel était incapable de nous dire même à peu près dans combien de temps la navette passerait. Enfin, clou du service, en sortant du spectacle à 22h30, la station de bus du Newport…",Karen VC92 a écrit un avis (mai 2019),"None, None",bubble_20,no
Magnifique expérience,"Une première pour mes enfants et moi dans cette immersion Disney. A notre arrivée à l'hôtel en voiture, une personne fort peu agréable a contrôlé nos billets ainsi que le véhicule (j'appréhendais que la surprise pour les enfants soit compromise bien que je comprenne l'intérêt de la sécurité). Une fois dans l'hôtel, la magie commence, un monsieur adorable a offert un badge et des pièces en chocolat aux enfants, il a été très avenant et agréable. La dame qui nous a enregistré fût adorable, un badge anniversaire ainsi qu'un petit cadeau pour lui, d'une sympathie sans faille. Mickey était présent à notre arrivée à l'hôtel (Donald pour le deuxième jour), très belle surprise. J'ai récupéré la clé le soir tard et la personne à l'accueil fût toujours aussi agréable. La chambre était…",Aurore K a écrit un avis (mai 2019),"None, None",bubble_50,no
Séjour déconseillé au Newport Bay,Chambre fournie sans Check ? Porte chambre décalée lumière du hall dans la chambre donc nuit pas du tout reposante bien au contraire très mécontent sur ce fait là. Qualité à revoir car sans bien être juste pas possible......,Departure51123323489 a écrit un avis (mai 2019),"Sens, France",bubble_30,no
Deux jours à disney et une nuit en suite présidentielle,"L'accueil pour l'enregistrement est très agréable, pas d'attente, un bureau feutré, une attention particulière portée aux enfants qui sont, forcément, surexcités à l'arrivée. Les indications pour rejoindre la chambre sont par contre un peu brouillonnes, le premier ascenseur emprunté ne dessert pas notre suite, le second est à l'autre bout de l'hotel. La chambre est spacieuse, confortable, la décoration manque juste un peu de magie pour enchanter les petits. La bouteille de champagne dans la glace, les cadeaux pour les enfants et la panière de fruits qui nous attendent à la fin de la première journée dans le parc sont très agréables. La salle de bain, les sanitaires sont en bon état et bien propres ; attention à la douche dont le fond est glissant (le petit dernier est tombé et…",Mbnb24 a écrit un avis (avr. 2019),"Perigueux, France",bubble_40,no
"parc bondé, énormément de monde","le parc Disney studio souffre de pas mal d'attractions qui tombent en panne régulièrement. Ratatouille par exemple, après 1h30 d'attente, au bout de 2 minutes d'attraction nous somme évacués. en fait si on paye pas le précieux pass à prix d'or on passe notre temps à attendre. pas vraiment magic. sinon l'hôtel était parfait ",alvalgautier a écrit un avis (avr. 2019),"Liourdres, France",bubble_30,no
"Bel hôtel, personnel aux petits soins, chambres sympas","Nous y sommes allés pour fêter les 5 ans de notre fille. J'avais prévenu la réception de la raison de notre visite. Ils ont été supers en l'accueillant en lui souhaitant son anniversaire et lui faisant un petit cadeau. Elle était ravie. Après notre journée dans le parc nous avons rejoint la chambre. Là, une autre surprise: ils avaient installé des ballons, des pièces en chocolat, une carte d'anniversaire et une petite peluche pour elle. Elle était aux anges, et nous aussi! La chambre était grande, les lits spacieux aussi et confortables. Un petit bureau pratique. Manquait juste un petit frigo pour garder nos boissons au frais. L'espace toilettes/salle de bain très propre et pratique (le lavabo séparé de la baignoire et des toilettes) Nous avons profité un peu du bar/restaurant…",Caroline G a écrit un avis (avr. 2019),"Boulogne-Billancourt, France",bubble_40,no
rapport qualité /prix  à améliorer,"La chambre est grande mais sans vraiment de décoration thématique spéciale, la salle de bain est basique, trop blanche, le réglage de la température de l'eau est difficile. Peu d'info sur le parc ou les services de l'hotel en chambre. C'est très correct mais cela ne vaut pas ses 4*",audreydA7812ER a écrit un avis (avr. 2019),"Querqueville, France",bubble_30,no
visite du 17/18 Avril 2019,"très belle hôtel, un accueil chaleureux et organisé, chambre spacieuse mais chaleur un peu excessive dans la chambre malgré la clim !! revoir également la pression d'eau pour la douche.  cependant les  tarifs des petits déjeuners sont très cher, c'est abusé ! ",Connector21460215990 a écrit un avis (avr. 2019),"None, None",bubble_40,no
Hôtel au top,"Le meilleur hôtel que nous ayons essayé à Disney. Le personnel est au petit soin, les chambres nickel, les buffets du soir et du petit déjeuner sont super, variés et extrêmement frais. La boutique de l’hôtel est bien agencée. Séjour parfait.",Vincent M a écrit un avis (avr. 2019),"None, None",bubble_50,no
Compass suite,"Sejour de 2 nuits en compass suite, située au 7ème étage dans le phare de l’hotel. Chambre magnifique, décor sobre et chic, literie excellente, belle vue sur le lac. Salle de bain spacieuse et bien équipée.  Cadeau à l’arrivée (champagne, fleurs, chocolats et mug de l’hotel) Aucun bemol! Petit déjeuner et gouter de l’après-midi très bon. Room service lent mais plutôt bon. A part le trajet jusqu’au parc (rallongé pour cause de travaux sur un côté du parc), vaut largement le Disneyland hotel pour le même prix, surtout avec les VIP fastpass offerts!",laurali a écrit un avis (avr. 2019),"Meyrin, Suisse",bubble_40,no
Grande déception par rapport à l’hotel New York,"L’hotel commence à être vétuste principalement au niveau de la salle de bain (joints pourris, mélangeur ne fonctionne pas). Trop grand hôtel a notre goût, trop d’attente au petit dej et au repas (on a loupé le feu d’artifice, on a été installé à 21h au lieu de 20h30). Le service général (hôtel et parc) est vraiment à revoir, on se fait souvent remballer par le personnel du parc avec du sarcasme mal placé (la personne en charge du meeting tic et tac à été odieuse!). Heureusement que la magie fonctionne pour les enfants!!!",DayTrip30746446598 a écrit un avis (avr. 2019),"None, None",bubble_30,no
Superbe hôtel ,Nous avons séjourné à l' hotel new port fin mars pour 1 nuit .Nous sommes arrivés vers 8 h 45  donc après avoir récupéré les pass à l hôtel  et après avoir fait une photo avec PLUTO nous avons pu accéder au parc avant 10 h  Nous avions lu quelques commentaires comme quoi certaines chambres étaient bruyantes à cause des ascenseurs .  Nous avions donc demandé  2 jours avant notre départ d être dans une chambre bien au calme loin des ascenseurs et nous avons très bien dormi .La literie très confortable chambre propre spacieuse avec baignoire  On a pu remarqué également dans le couloir un petit espace avec une machine à café thé chocolat ( gratuit ) en passant  notre carte (pass) devant la machine  on a le droit à 2 ou 3 boissons  par jour par personne  .je pense que beaucoup de…,Annab A a écrit un avis (avr. 2019),"None, None",bubble_50,no
Excellent hotel,"Lors de notre arrivée l’accueil a été parfait, cet un très grand hôtel, les chambres sont spacieuses et propres. Il faut 15 min à pied pour se rendre aux parcs Disney, je conseille vivement cet hôtel.",mathilde a écrit un avis (avr. 2019),France,bubble_50,no
Suite Compass Club au New port Bay,"Nous avons passé un séjour de 2 nuits et 3 jours au parc en suite Compass Club. De manière globale, nous avons passé un agréable séjour MAIS lorsque l'on paie un tel prix pour un voyage, le service doit être irréprochable OR  -  A l'arrivée, nous avons pu profiter de l'entrée privative et du service de voiturier (heureusement que j'avais déjà séjourné dans cette hôtel car à l'entrée aucune info n'a été donnée)  - l'accueil a été agréable mais il y avait des erreurs dans notre réservation... Or on paie ce prix pour ne pas avoir de soucis... et pourvoir profiter du parc sans tracas) - je conseille le petit déjeuner à l'hôtel. Le personnel est chaleureux. L'autre matin nous avons déjeuné avec les personnages. Ca été l'enfer...tout le monde arrive en même temps, les gens se…",vero24be a écrit un avis (avr. 2019),"Braine-Le-Comte, Belgique",bubble_40,no
Séjour du 03 au 04 janvier,"Hôtel très joliment décoré en période de noël. Le personnel est très aimable et courtois. Service de bagagerie très pratique et fiable (aucun problème pour nos bagages). La chambre était assez grande pour 4 personnes et bien isolée puisque nous entendions pas de bruit de l'extérieur. La literie était très confortable.  De plus, nous avons eu le droit à une boisson chaude aux distributeurs de l'hôtel par jour et par personne, très bon point de proposer ce service. La piscine est petite mais suffit amplement puisqu'on ne va pas à Disney pour y passer la journée entière.   La seule chose qui peut être un inconvénient est le fait que c'est l'hôtel le plus éloigné du parc. Cependant, on longe le lac puis on coupe dans Disney Village pour y aller, le trajet à pied est donc agréable et…",Marine_scht a écrit un avis (avr. 2019),"None, None",bubble_50,no
Trop de monde !!!,"Pour séjourner dans un hôtel Disney il ne faut pas y aller quand tout est complet !! Le service n’est plus à la hauteur car vous devez attendre trop longtemps pour obtenir la clé de votre chambre : les hôtesses prennent parfois beaucoup trop de temps avec les clients ( un comportement agréable quand on est peu nombreux) mais hyper agaçant quand vous souhaitez juste prendre vos documents : nous avons assisté à 4 personnes qui sont restés 30 mn pour obtenir leur dossier !!! Les échanges avec l’hôtesse semblaient fort agréables... Mais lors de notre arrivée, les personnes qui attendaient devant moi ont même ironiser en disant : ils attendent le café, c’est pas possible !! Quand aux 2 autres hôtesses, l’une semblait avec un souci sérieux avec le client et l’autre discutait calmement…",BRUNO L a écrit un avis (avr. 2019),"Dinard, France",bubble_20,no
Magique,"Hôtel magnifique  On a passé un formidable séjour chambre agréable et confortable, restaurant buffet est bien  Personnel très souriant et à l’ecoute Petit plus la piscine  A refaire  Moment magique en famille ",omarsarahk13 a écrit un avis (avr. 2019),"Marseille, France",bubble_50,no
Petits détails à revoir mais superbe !,"La première impression est le waouh attendu ! Aprés avoir séjourné dans le grand hôtel Disneyland, nos attentes étaient grandes... là c’est un petit cran en-dessous : normal. Mais au Newport Bay aussi les espaces communs sont magnifiques et la chambre lumineuse. Cependant  un coton tige trainait par terre devant notre porte et certaines serviettes de toilette, bien que propres, avaient trous et taches. Enfin, la gentillesse du personnel, la qualité de la literie et le petit-déjeuner gargantuesque nous ont fait oublié ces bémols. Un très bon hôtel Disney !",jerome P a écrit un avis (avr. 2019),"None, None",bubble_40,no
Super,"Personnel excellent rien à dire sur tout, accueil, restauration, piscine... A moins de 10 minutes à pieds du parc, au top! Le soir nous n 'avions pas d'eau chaude, la réception à régler le problème en 2 minutes, changements de chambre immédiat et petits cadeaux pour les enfants. Mon prochain séjour, j'y retourne.",Naya33 a écrit un avis (avr. 2019),"None, None",bubble_50,no
