titre_comm,comm,date,loc,note,photo
Bonne experience,"bel établissement, chambres spacieuses égale au Disney hôtel, petit déjeuner copieux, dommage que le personnel d’etage ne soit pas souriants  et poli..... Autre personnel (réception,bar..) très accueillant.",NorthStar45926652563 a écrit un avis (avr. 2019),"None, None",bubble_40,no
très bien,"très bien accueilli et guidé, hôtel apaisant , personnel présent et à notre écoute,je le conseille vivement, cadre agréable et champêtre, excellent pour se reposer, j'ai adoré et ma fille encore plus, chambre spacieuse",thierry13m a écrit un avis (avr. 2019),"Marseille, France",bubble_50,no
Super Hotel,Cela fait plusieurs fois que nous venons au sequoia et nous ne sommes jamais déçu. Sa proximité à pied avec disney village et l'entrée du parc est parfaite! Chambre agréable et confortable. Le seul petit bémol mais c'est pareil pour tous les hotel disney: pas de frigo dans la chambre ni même de bouteille d'eau à disposition,charlotte l a écrit un avis (avr. 2019),"Nice, France",bubble_40,no
Golden Club Forest,"Avons passé 2 nuits en Golden Club coté Lac, et...agréablement surpris! Chambre spacieuse disposant d'une jolie vue, lit bébé bien présent, belle déco. Bémol, pas de grandes diff avec la chambre ""standard"" si ce n'est la Nespresso et la bouilloire-thés. Le lounge est cependant super, très bons déjeuners, goûters, et boissons non alcoolisés à volonté jusqu'à 22h30, franchement génial. Le lounge est également bien placé, un peu à l’écart, rendant encore plus appréciable ce coté ""privilégié"". Et la déco juste magnifique. Bien plus joli, spacieux, et agréable que le Compass Club du New Port soit dit-en-passant. Franchement très contents de cette expérience que nous renouvellerons! Une grosse pensée pour Pierre, le Mr avec un sourire XXL qui nous souhaitait une bonne journée en…",Emy a écrit un avis (avr. 2019),"Le Puy-en-Velay, France",bubble_40,no
Super surprise!,"Très bonne surprise pour une nuitée en chambre standard, sommes arrivé un mardi en fin d’après midi, peu de monde à notre arrivée donc pu être pris en charge rapidement, avec prise de chambre et visite de l’hôtel en soirée. Petit déjeuner copieux le lendemain. Bonne surprise, vraiment!",PJ241 a écrit un avis (avr. 2019),"Saint-Germain-Laprade, France",bubble_50,no
hotel genial,"dommage pour la piscine si non super acceuil , conciergerie bagagerie service chambre reception restauration impeccable!!!! endroit très propre, merveilleux pour enfants pour adultes et pour handicapés. une prise en charge exceptionnelle nous nous sommes regroupé en famille pour passer un moment magique",Jet378436 a écrit un avis (avr. 2019),"None, None",bubble_30,no
Déçu de notre chambre golden forest ,"Nous avions déjà séjourné en suite golden forest et cela s'était bien passé. Nous venons d'essayer la chambre golden forest,  et nous sommes vraiment déçus. Aucune reconnaissance des clients fidèles de la part du service client. Pas d'attentions pour les enfants. Et une chambre ayant mal vieillis, avec une seule prise au niveau du meuble TV (donc à l'opposé des lits!). Prenez une multiprise avec vous. Si vous ne payez pas pour une chambre vue lac, vous aurez une belle vue sur les toits!!! La sdb sale avec encore des détritus dans le meuble sous-vasque! La lumière de l'entrée ne fonctionnait pas, la nespresso était défectueuse, et le mieux... nous avons été réveillé par nos chers voisins anglais qui se croyaient seuls, grâce à l'isolation phonique inexistante entre les portes…",Fabrice W a écrit un avis (avr. 2019),"None, None",bubble_20,yes
Déçut,"Cadre de l’hotel Agréable, Chambre:  Bonne literie mais chambre mal agencé, pas de prise à coter du lit et pas de lavabo dans la salle de bain , télévision de l’age De Pierre image médiocre,  Restauration :  Très déçut  45 minutes pour avoir nos boissons (5,10€ le coca...) 4€ la bouteille d’eau De 50 cl..... Tout de surgelés dans le buffet ,  Très cher , mauvais rapport qualité prix  Dommage car très bel environnement.  Si je doit revenir à Disney sa ne serra pas dans cette hôtel",Marion a écrit un avis (avr. 2019),"Lyon, France",bubble_20,no
MERCI,"J’ai sejourné à l’hotel Du 5 au 7 Avril avec une amie pour fêter nos anniversaires et je n’ai qu’une chose à dire à tous les cast members de l’hotel: MERCI Notre séjour s’est déroulé comme dans un rêve. La chambre était parfaite, le personnel accueillant et agréable et au petit soin pour nous. Le cadre est sublime et reposant. Je reviendrai avec grand plaisir dans cet hôtel. Les points négatifs sont vraiment peu nombreux et sans importance quand on voit la qualité de l’hotel... cependant une ou deux prises en plus dans la chambre ne serait pas de trop.",Remy R a écrit un avis (avr. 2019),"Bourg-de-Péage, France",bubble_50,no
Séjour très agréable,"Hormis le temps d’attente pour récupérer les billets au comptoir de l’hôtel et le fait que le restaurant de l’hôtel ne prenne pas la carte cadeau Disney offerte avec notre séjour et alors qu’il figure parmi la liste des restaurants acceptant la carte donnée par l’hôtel lui-même et que la piscine était fermée tout comme le sauna, tout s’ est très bien passé. Fabuleux séjour ! Personnel agréable. Pdj extra (particulièrement le gâteau des héros bleu et rouge). Les chambres sont spacieuses et propres. Petit plus : les boissons chaudes offertes aux étages. La proximité de l’hôtel des 2 parc, son concept et son environnement tout est super. La facilité des démarches pour partir est également appréciable. La sensation d’avoir voyagé dans un pays lointain pendant 1 semaine alors que…",Sandrine a écrit un avis (avr. 2019),"Venzolasca, France",bubble_40,no
Cadre à couper le souffle,"Tout simplement splendide. Un cadre magnifique. Une zenitide absolue . On a eu la chance d’y passer le week end sous la neige ! Ce qui a rendu le décors d’autant plus beau ! La literie est très bien , chambre spacieuse , idéal pour les familles de 4 par exemple.  Le petit déjeuner et le restaurant sont délicieux , un large choix de produits . Petit bemol à l’arrivée , le Check in très très long .  Propreté de la chambre : très bien",elisalmr a écrit un avis (avr. 2019),"Avignon, France",bubble_50,yes
Dommage,"Pas de prise , pas de brosse wc..  dommage que bon marché soit synonyme de minimum de confort dans les chambres. Cadre super très bien desservis mais dommage de devoir se débrouille pour charge son téléphone ou un appareil respiratoire ... dommage ",Yodelice21 a écrit un avis (avr. 2019),"Sète, France",bubble_30,no
 Un bon compromis ,"L'hôtel est propre, le coin restaurant à volonté, convient à tous. Prenez la demi-pension, sinon ca va vite vous revenir cher...   Côté chambre, des lits très confortable, le coin salle de bain spacieuse.  Hôtel à 12min du parc et à proximité de disney village. Un bon compromis",tamalou81 a écrit un avis (avr. 2019),"None, None",bubble_50,no
"Impécable, comme d'habitude :)","J'ai réservé une chambre en Golden Forest et tout était parfais. Super accueil de la part de la réceptionniste et services impeccable.  La chambre et la salle de bain étaient propre, le seul bémol vient de la literie que j'ai trouvé très dur. J'ai beaucoup de plaisir à venir dans cet hôtel et j'y retournerais certainement à mon prochain séjour chez Mickey °o° ",Sylvain B a écrit un avis (avr. 2019),"Isère, France",bubble_50,no
Séjour en suite Golden Forest au top,"Nous avons passé un magnifique séjour! Habitué des séjours Disney, c’etait une première pour nous en suite et un premier séjour pour notre fille de 5 ans qui a eu des étoiles plein les yeux! La chambre est superbe, hyper spacieuse, une petite boîte avec des pâtes de fruits offert, du café nespresso également! Des pièces en chocolat également la petite était heureuse! La salle de bain est spacieuse, des peignoirs et chaussons était mis à notre disposition! Quand nous sommes revenu du dîner, le deuxième lit (canapé lit) était préparé, la télé allumée sur une chaîne enfant! Le restaurant est super, le petit déjeuner aussi. Un espace est réservé pour les personnes résidant en suite, qui est plus calme que le restaurant « classique ». Les boissons non alcoolisées et le « goûter »…",Omauger a écrit un avis (avr. 2019),"None, None",bubble_50,no
TOUJOURS AU TOP,"Encore un énième passé au Séquoia Lodge option Golden Forest. C'était à l'occasion de l'anniversaire de ma nièce qui venait au parc pour la 1ère fois!  Encore une fois, l'hotel a tenu ses promesses! Tout était parfait, et le personnel toujours au petit soin. Encore et toujours du Bonheur! Je reviens de nouveau prochainement!!  A FAIRE ET A REFAIRE",magali0304 a écrit un avis (avr. 2019),"Crepy-en-Valois, France",bubble_50,no
Ne vaut pas ses 3 étoiles !!!,"la chambre était à peine chauffée, nous avons été obligé de demander une autre couette. De plus il manquait la poignée à une fenêtre laissant entrée le froid. J'ai été obligé de boucher le trou avec du papier toilette. le pommeau de douche était plein de calcaire si bien que les jets étaient de vrai lames de rasoir. la baignoire était sale. En revanche la literie était confortable",Escape20071775322 a écrit un avis (mars 2019),"None, None",bubble_20,no
Inadmissible aucune excuses negligence et mépris sont leurs sport national extrêmement furieuse et déterminée,"Bonjour. Voici ma réclamation. Merci pour votre considération déjà.... Nous sommes venus au Sequoia  Lodge nous sommes arrivées très tard le soir dans la chambre après une journée passée aux parcs ,nous étions mort de fatigue....Afin de profiter à fond nous avons décidés d'aller a la piscine de l'hôtel la température affiché a 28 degrés. Déjà, côté femme moi qui souhaitais me détendre.Le hammam en panne. Tampis me dis-je j'irai au jacuzzi. Cependant pour aller au jacuzzi faut traverser la piscine et l'eau était a 15 degrés nous avons demander aux personnes pas du tous aimable. Car ils nous on laissé aller au Jacuzzi 5 minutes avec les petites de 6 et 8 ans pour nous dire finalement c'est interdit aux enfants. Donc faut ressortir et au lieu de nous ouvrir le portillon à côté du…",Ket L a écrit un avis (mars 2019),"None, None",bubble_10,no
SEJOUR EXCELLENT en tout point,"Avec ma meilleure amie nous avons séjourné en chambre Golden Forest du 11 au 13 Mars. Tout nous a plus dans cet hôtel ; aussi bien le confort des chambres et la propreté que le calme et la proximité du Parc.  Les chambres sont très spacieuses avec bouilloire et Nespresso à disposition avec même une table à repasser et son fer ! La literie est très confortable avec ses lits King Size. Pour ce qui est de l'accueil, c'est privatisé quand on loge en Golden Forest et c'est très agréable sans parler de la gentillesse des Casts Members qui sont au petit soin. Idem pour le petit déjeuner et le gouter qui sont en buffet...on en a bien profité et en 3 jours, on a pu prendre quelques kilos tellement c'est copieux et varié ; on a presque tout goûté aussi bien sucré que salé dans un salon…",Voyager60770900627 a écrit un avis (mars 2019),"None, None",bubble_50,no
Très agréable séjour,"très bien situé, au plus près des parcs.Séjour,agréable,prix des petits déjeuner un peu élevé; c'est disney ! il faut bien 3 jours pour profiter de toutes les attractions.ne pas hésiter à prendre les fastpass sinon la queue aux attractions est interminable. ",Navigate51862294031 a écrit un avis (mars 2019),"None, None",bubble_40,no
Un havre de paix,"Hôtel super dans un petit cocon de verdure, à quelques pas de disney village. Chambre cocooning. Ambiance style cabane en forêt. Style rustique avec moquette, couleurs sombres. C'est pas moderne et c'est ça qui est sympa. C'est chaleureux et comme partout à Disney le personnel est génial !",Vanoo a écrit un avis (mars 2019),"La Garde, France",bubble_50,no
Excellent séjour!,Nous avons séjourné en suite Golden Forest au Séquoia (suite 7247 avec vue lac ET terrasse) et franchement le personnel est aux petits soins pour s’assurer que nous passons un séjour parfait dès le début et jusqu’au moment du départ. Mon fils a été très content. Merci pour tout!  Le rapport qualité prix est bien meilleur qu’au Castle Club de l’hotel Disney! Et le parc n’est qu’à 10min à pieds. ,Paradise62725369069 a écrit un avis (mars 2019),"None, None",bubble_50,no
Sequoia en couple,"Comme à sont habitude le Sequoia Lodge est un hôtel rapport qualité prix au top. Très bonne accueil et service au top et pas très loin du parc a pieds, cadre très sympa et au calme dans cette ambiance de foret. ",Safari30043612778 a écrit un avis (mars 2019),"None, None",bubble_40,no
Parfait comme tous les hôtels disney,"Le cadre est sympa, petits bâtiments éparpillés dans la végétation côté très nature. Très proche de l'entrée du parc donc inutile de prendre la navette. Le hall et bar / restaurant très sympa et spacieux. La chambre parfaite : bien équipée, spacieuse (2 lits doubles), bien isolée niveau sonore et surtout propre, éventuellement la literie serait à changer (on sent un peu les ressorts…) mais nous avons bien dormi quand même. Le petit + que le Newport ne fait pas par exemple, distributeur de boisson offert (1/j /personne), petit geste sympa. Rapport qualité / prix très bon.",ladypoons62 a écrit un avis (mars 2019),"Dunkerque, France",bubble_50,no
Chaleureux,"Toujours ravis de séjourner au Séquoia Lodge, en suite Golden Forest. Hôtel à l'atmosphère très chaleureuse, personnel souriant et très agréable. Nous y avons séjourné plusieurs fois et n'avons pas été déçus. ",Roving19606419899 a écrit un avis (mars 2019),"Ventiseri, France",bubble_50,no
week end en famille,"l'hotel était sympa, nous y avons mangé correctement, le petit déjeuner était très bien. Nous y étions avec nos fils et nos petits fils, le plus , nos chambres communiquaient. Pratique !Nous avions pris un week-end en pension complète donc nous avons pu manger des repas tout à fait correct tant à l'hotel que sur le parc.",PGT44 a écrit un avis (mars 2019),"Malville, France",bubble_50,no
sequoia,"Très bien ! Très propre. Seul bémol nous aurions aimé avoir un peu plus de produits de toilette, nous avons eu seulement 3 petits flacons à 4 pour 3 nuits et cela était vraiment très juste pour tous nous laver! Le personnel est très agréable et accueillant.",Paradise54377601002 a écrit un avis (mars 2019),"None, None",bubble_50,no
J ai testé les hôtels Disney ,Le séquoia reste dans mon top 3 J adore son cadre rustique proche des auberges du Canada.. Le personnel est super Le. Petit dej à volonté et copieux Les chambres sont abordables Mais en surclassement vip Elles sont plus grandes pour accueillir adultes et enfants  Le parc même pas 10 min à pied  Enfin les parcs  Je recommande pour ceux qui veulent un séjour dans une ambiance boisée et canadienne   ,Steffanie a écrit un avis (mars 2019),"Mandelieu-La Napoule, France",bubble_50,no
L’hotel était bien et propre mais nôtres chambre était fort petit pour 3 adultes et 2 enfants » 2 et 3 ans » lit bébé,"Chouette séjour à Disney , hôtel séquoia lodge bien situé à 5 minutes  à pieds du village très bonne restauration au restaurant invention avec les personnages Disney mais assez coûteux et également très bon petit déjeuner au plaza garden ... malgré une personne qui m’a pas bien reçu quand j’ai voulu me reservire qui m’a dit de me dépêcher car il était temps qu’on partent ! Il a des façons de parle surtout quand on a des enfants ect on les sert et s’occupe d’eux avant se se servir soit même donc oui c’est vrais qu’on a mis un peu de temps ! A part cette personne en question personnelle très aimable et très bon séjour ",Explorer68496407878 a écrit un avis (mars 2019),"None, None",bubble_40,no
très bon rapport qualité - prix,Hôtel presque parfait si on réserve une suite ou une chambre supérieure au Forest Golden Club . La renommée de la qualité des services Disney est au rendez-vous. Seul petit bémol ; acoustique difficile à supporter dans le hall d'accueil pour les période de forte affluence. ,brigittem112 a écrit un avis (mars 2019),Allauch,bubble_40,no
Hotel un peu vieillissant,Hôtel à proximité du parc (10min à pied). Personnel accueillant et disponible. Les chambres sont un peu petites et auraient besoin d'un rafraichissement. Le décors est en adéquation avec la thématique et nous a rappelé notre séjour en Nouvelle Angleterre.,florentb59 a écrit un avis (mars 2019),"Montpellier, France",bubble_30,no
Moins vétuste que le Cheyenne,"Nous avons très apprécié notre séjour au Sequoia.  La chambre y était suffisamment spacieuse.  L'équipement sommaire mais juste à point.  La demande d'une bouilloire nous a été satisfaite dans un temps record.  Les serviettes de salle de bain sont correctement fournie.  Le sèche cheveux est comme dans tous les hôtels un sèche cheveux limite pour les chevelure longue et abondante.  Pas d'avarice sur les savons. La chambre est pourvue de plusieurs prises mais certaines sont en accord avec l'éclairage. Emporter donc un multi-prise pour tous vos chargeurs... Le personnel est aimable, acceuil, serviable et très disponible.  Ne tarder pas pour le petit-déjeuner car vous risquer de (déjà) faire la queue. Cependant ce dernier est très diversifié et gourmand sans être gastronomique.  Si…",The28Ben a écrit un avis (mars 2019),"Grâce-Hollogne, Belgique",bubble_40,no
Chambre à revoir,"Bonjour, nous avions séjourné 1 nuit dans cette hôtel cadre jolie part contre la chambre vraiment pas sa du tout ménage pas fait cuvette toilette sale baignoire pas propre et le sol plein de gâteaux et de cheveux horribles .Seul point positif proche du parc",gwendolineb2502 a écrit un avis (mars 2019),"None, None",bubble_30,no
week end de la saint Patrick,"hôtel de très bonne qualité et à l ambiance chaleureuse. très proche de Disney village , on peut se rendre facilement aux parcs par le lac, aussi vite qu'en navette. chambres très spacieuses, propres et literie très bonne ( même si la déco reste un peu vieillotte, on apprécie l ambiance un peu kitsch des chambres). il manque cependant quelques prises supplémentaires pour recharger les téléphones. le personnel est agréable et à l écoute. vous pouvez disposer gratuitement d une bouilloire ou chauffe biberon dans la chambre, sur simple demande.  les cartes d entrée aux parcs servent aussi de clé pour la chambre et personne ne passe l info à l arrivée mais vous pouvez utiliser votre carte pour avoir une boisson chaude gratuite ( 1 boisson par carte et par jour ) encore faut il…",mimivantilcke a écrit un avis (mars 2019),"Charleroi, Belgique",bubble_50,no
Agréable séjour ,"Hôtel confortable, propre. Les chambres qui se trouvent dans les lodges sont propres, spacieuses et peu bruyantes. Les personnel est très sympathique. Le petit déjeuner est varié. Nous n'avons pas pu déjeuner ou dîner sur place car il faut réserver longtemps à l'avance. L'ambiance et le décor est typique du nord américain /canadien avec du bois et de la pierre. Bref, on a aimé... ",Audrey S a écrit un avis (mars 2019),"None, None",bubble_40,no
Déçue,"Nous avions une suite au Sequoia Lodge, alors que d'habitude nous prenons une chambre classique. Comparaison faite, mon petit garçon avait un canapé lit très inconfortable et le lit matrimonial l'était également (on sentait les ressorts dans le matelas).  Lors du petit déjeuner un serveur en particulier ne nous laissait même pas le temps de terminer nos assiettes qu'il voulait déjà débarrasser. Il est même arrivé que je mange mes céréales et qu'il veille me retirer le bol sous la main. J'ai du lui signaler que je mangeais encore! Ensuite nous avions réservé une table pour le vendredi 15/03 pour 19h00 à l'Invention, le seveur nous accompagne à table et nous demande si nous connaissons déjà le resto. Mon mari répond :""nous sommes déjà venu une fois"", celui-ci repond :"" ok vous…",Compass19030319665 a écrit un avis (mars 2019),"La Louviere, Belgique",bubble_30,no
Hôtel correct....,"Nous avons passé une nuit dans une chambre standard. L'attente à l'accueil étant interminable avec pleins de groupes qui bloquent l'entrée à l'hôtel. Nous sommes partis à Disney la journée et le soir pour découvrir les chambres nous remarquons que les pass pour les chambres sont demagnetisés alors qu'elles sont nouvelles. Pour la chambre, la propreté laisse à désirer à part la baignoire qui est très propre. La cuvette des toilettes littéralement cassée et pas de prises proche des lits. Concernant la literie elle est tout simplement géniale.",Mes voyages a écrit un avis (mars 2019),"None, None",bubble_30,no
Vraiment pas à la hauteur de ses promesses,"Nous avons dormi là bas mi janvier avec 2 enfants et quelle decepetion... Une chambre certe spacieuse mais sans chauffage.... alors avec un bebe, inutile de dire que c'était compliqué .... nous étions gelés et la reception a mis plusieurs heures avant de nous envoyer qqun . Le technicien qui n'est arrivé qu'à 21h pour finalement nous faire tout remballer et changer de chambre ! Apres une journee de parc et les enfants crevés, c était vraiment pénible de voir qu'avec le prix exhorbitant des chambres on etait si mal traités ! Bref le lendemain la manager n'etait evidemment pas au courant du desagrement et nous a légèrement dedommagés ! Je ne parle pas des détritus trouvés sous les lits... bref encore une fois la prestation n'est pas du tout à la hauteur du prix ! On ne le refera…",HessAngel a écrit un avis (mars 2019),"Paris, France",bubble_30,yes
Hôtel calme et convivial,"Un hôtel très cosy, calme et feutré. Très près du village donc génial. Par contre, comme tous les hôtels Disney (à part le Disney à l'entrée), les cloisons restent fines et on entend bien ses voisins.",Karimcu a écrit un avis (mars 2019),"Chalon-sur-Saône, France",bubble_50,no
Séjour en famille à Disneyland,"Hôtel situé à proximité du parc : 15min à pieds et 2min avec la navette. Grand parking. Personnel accueillant. Chambre spacieuse mais décoration vieillissante et équipements limités : manque de prises, 2 minis flacons de savon pour se laver à 3... Buffet du déjeuner très varié et très bon. Le prix des consommations au bar comme dans le parc est exagéré.",Magalo68 a écrit un avis (mars 2019),"None, None",bubble_30,no
Un hôtel Disney Vieillissant,"Accueil très long pour tomber sur une hôtesse d'accueil aimable mais moyennement compétente. Chambre moyennement propre (poussière, mouchoir en papier sous le lit). Décors vieillissants, TV très petite, climatisation capricieuse, pas de gel douche, 1 seule prise de courant dans la chambre !!! (à côté de la TV). A notre époque c'est pas super !!! (+1 dans l'entrée + 1 dans la salle de bain). Literie OK. Petit déjeuner buffet moyen en qualité, OK en variété et quantité. Diner OK en qualité, variété et quantité. Animation ""raclette"" sympa. Bilan : ça fait maintenant 15 ans que je fréquente chaque année cet établissement et on constate le vieillissement et la politique d'économies à tous niveaux. Au tarif demandé, le rapport qualité/prix n'est pas bon mais a-t-on le choix chez…",CB15000 a écrit un avis (mars 2019),"Aurillac, France",bubble_30,no
Hôtel Séquoia moyen,"Nous sommes allé au Séquoia du 10 au 12 mars très bon accueil à la réception, Hotel charmant la chambre libre à 15h, la chambre plus spacieux que le Cheyenne salle de bain trop petite et toilette située derrière la porte  de la salle de bain  donc pas pratique! baignoire trop petite et carrelage vieillot, dommage.. literie très agréable et bien assez chaud dans la chambre, la chambre est propre et la TV fonctionne parfaitement. l'ensemble de cet Hôtel est plutôt bien, le service petit déjeuner est super bon et du choix. et le personnel agréable et souriant.  donc dans l'ensemble bon séjour mais hôtel vieillissant ... dommage je pense que cet Hôtel pourrait être un peu rafraîchis.",Lindsay29 a écrit un avis (mars 2019),"Villeneuve-sur-Lot, France",bubble_30,no
avis chambre,"Déçue de mon séjour, j'y avais déjà séjourné il y a qq années, on était dans le bâtiment où se trouve la réception, on avait adoré. ici on était dans les lodges sur le côté de l'hôtel, on était très loin de la réception donc on a pas su profité réellement des avantages de l'hôtel (boire un verre le soir, ...) pour aller déjeuner, avec notre fille il nous a fallu 10 minutes et de plus obligé de mettre son manteau, ...De plus la chambre basique sans charme (décoration passé, et évier des la salle de bain fendu et abîmé), lits confortables et chambre au calme.",Inspire31201936684 a écrit un avis (mars 2019),"Walcourt, Belgique",bubble_30,no
Au top,"Bonjour, nous avons séjourné dans cet hotel du 12 au 14 mars dans une suite avec fast pass vip avec nos jumeaux de 4ans et demi. A notre grande surprise, quand nous sommes arrivés dans notre suite des pièces d'or en chocolat attendaient les enfants et également deux peluches Pluto.  Les bagages n'étaient pas encore là. Il était 15h00. Nous avons appelé la réception et 5 min après tout était là. La suite était superbe avec cafetière nespresso, thé bouteille d'eau. Le petit déjeuner dans le salon privé était trés calme pas de file d'attente pour prendre les boissons comme dans les autres hotels ou nous avons pu séjourner.  Le personnel avec toujours une petite attention pour les enfants, ou un petit cadeau ou un petit mot de gentillesse;  Ne changez rien. Tout  était parfait et je…",Véronique S a écrit un avis (mars 2019),"Grasse, France",bubble_50,no
Une magnifique découverte,"J'ai eu la possibilité de visité l hotel new york et l hotel new port.. mais cette semaine j ai passée deux nuit au sequoia lodge en golden forest club. Et voila mon coup de coeur! J'ai adoré la gentilles des cast members! La propreté, le calme et l'ambiance magique! Je suis fan.. je vais surement retourner et peut être essayer d avoir une suite!  Encore merci a tous les cast members,surtout a ces que on ne vois pas,qui travaillent pendent que on s amuse pour nous faire vivre notre petit moment de magie!! Merci aux femmes de chambre,tout était nikel.",CharlotteBichet a écrit un avis (mars 2019),"Bruxelles, Belgique",bubble_50,no
La magie s'en est allée!!!,"Lors de notre précédent voyage nous avions demandé une suite en particulier. Cette dernière était indisponible. Nous avions écrit un courrier pour exprimer notre mécontentement, on nous répondait de nous manifester avant notre arrivée pour un prochain séjour avec la référence de notre dossier. Ce que nous avons fait plusieurs mois à l'avance, en demandant le numéro de la suite voulue. A notre arrivée, la suite était déjà attribuée. N'ayant que le choix d'accepter la suite proposée, on nous offrait un cadeau pour les enfants. Arrivés dans la suite, pas de savonnette pour se laver les mains. 1er appel à la réception. Puis les enfants allument la TV qui n'a aucun signal. 2ème appel à la réception. Chaque jour le ménage est fait et surprise, le papier toilette est complété par des…",Julien X a écrit un avis (mars 2019),"Isère, France",bubble_20,no
Bel hôtel,"L’hotel Sequoia  est splendide. L'accueil, le personnel, toutes les personnes que nous avons croisées étaient d’une gentillesse ! Vraiment exceptionnel ! Nous avons juste un peu déchanté quant à la propreté de la chambre. La poussière était très présente... Mais pour le reste , nous reviendrons",Virginie a écrit un avis (mars 2019),"Villers-la-ville, Belgique",bubble_40,no
suite sequoia lodge,"Encore un superbe séjour à Disneyland Paris et ses hotels service au top, suite et golden forest club super pour toute la famille de belles attentions de la part de l'hotel pour notre arrivée dans la chambre et à chaque fois que nos lits étaient faits. Personnel toujours courtois et à l'écoute. les VIP fast pass sont vraiment un régal avec 3 petits enfants.  Merci Disneyland Paris",jojowo29 a écrit un avis (mars 2019),"Ménéac, France",bubble_50,no
Honteux pour le prix,"Grosse déception pour cet hôtel.   Je suis surprise par la note dans la catégorie ""propreté"".   Soit les personnes sont habituées à la saleté, soit elles ne prennent pas la peine de se doucher tous les jours.   Salle de bain sale: sol non fait (traces), baignoire qui visiblement n'a jamais été frottée avec une éponge, ni produit, tout au plus un rinçage, présence de poils et cheveux, toilettes non lavés...bref, nous avons dû demandé à changer de chambre (après trois appels à la réception, une heure d'attente et la promesse de la réception de nous envoyer quelqu'un pour nettoyer).  Arrivée à la deuxième chambre : pas de gel douche, et une fin de rouleau de papier toilette...  Je ne suis absolument pas quelqu'un qui a l'habitude de râler et de se plaindre, mais payer ce prix pour…",lulune69 a écrit un avis (mars 2019),"Villeurbanne, France",bubble_20,no
séjour à Dysneyland,"Hôtel Sequoia est très bien placé, accès Disneyland à pied. Nous avons eu une chambre avec 2 lits de 2 personnes, il a fait très chaud pendant la nuit et impossible de modifier la température. Je n'aime pas le robinet douche, très compliqué à tempérer surtout lorsqu'on a 2 enfants. Point Positif : le petit déjeuner très  copieux et varié. Beaucoup de monde dans cet hôtel, séjour assez cher avec entrée au parc, j'aurais apprécié qu'on me propose une demi tension à tarif réduit. Bon séjour",florence f a écrit un avis (mars 2019),"Toulouse, France",bubble_40,no
Super Disney,Toujours une très belle expérience au Séquoia Lodge Accueil rapide et convivial  Belle chambre  On adore le buffet le matin pour le petit déjeuner et le soir pour le dîner  C’est toujours aussi sympa d’y croiser les personnages Disney ,John P a écrit un avis (mars 2019),"Nantes, France",bubble_50,no
Une horreur,"Nous y sommes encore à l'heure où j'écris cet avis, un personnel très désagréable, de la femme de chambre qui parle français mais nous adresse la parole en faisant des signes comme si on était ses potes, le mec de la secu qui nous parle comme à des chiens, la bagagerie qui ne nous adresse même pas un mot... Une chambre pas terrible et une salle de bain... On sent que sous prétexte qu'ils aient constamment une clientèle qui tourne ils ne cherchent absolument pas à valoriser et fideliser ceux qui s'y trouvent, et se permettent des choses que l'on ne verrai pas ailleurs, pour un 3 étoiles, UNE HONTE ! On ne m'y reverra pas de si tôt ",Binnie a écrit un avis (mars 2019),"None, None",bubble_10,no
week end en famille,"La chambre est spacieuse,propre, l' hôtel bien organisé. Le buffet du soir est très varié et copieux, il y a de la place pour tout le monde. Petit dej varié et copieux, mais un peu onéreux.... je recommande!",Maud S a écrit un avis (mars 2019),"None, None",bubble_40,no
"Service de Chambre pas ""Totalement"" au TOP","Pour l'entretient des chambres, priorités étant données aux chambres devant être disponibes pour les nouveaux arrivant, à 15h ; les autres chambres ne semblent être nettoyées que par la suite, voir par le service du soir. Par deux fois, nous avons dû nous manifester pour que notre chambre soit faite ; dont une fois, ou en lieu et place de nouveaux essuies de bains … nous n'avons reçu que des ""sorties "" de bains, sans essuies … et cette fois là, les lits n'ont pas été refaits. nous avions cependant averti la reception GFC, que la chambre était vide durant notre depart ... au restaurant.",Sherpa22287817958 a écrit un avis (mars 2019),"None, None",bubble_30,no
Idéal,"Très bien situé pour accéder au parc à pied, dommage que le prix du petit déjeuner soit si excessif, mieux vaut manger en dehors. Personnel accueillant, chambre propre et spacieuse. Petit bémol lors de notre séjour a été les files d’attente, sans compter les nombreuses pannes dans les attractions. ",Manon M a écrit un avis (mars 2019),"None, None",bubble_40,no
déçu,"je suis allé au Sequoia car plus de place au Cheyenne ( 5 années au Cheyenne )  j'avais  pris 3 jours 2 nuits les 7-8-9 mars 2019, 1 adulte et 3 enfants 14, 12, 10 ans  Propreté et confort de la chambre rien à dire, mais pas de prise pour rasoir électrique dans la salle de bain, 1 prise a cote de la télé et une autre juste a cote de la porte de la chambre au ras du sol , donc pas pratique pour charger un téléphone, la prise du lampadaire ne fonctionnait pas. 3 fenêtres dont 2 étaient condamnées et la troisième ne s'ouvrait que de 10 cm .Concernant les petits déjeuners, 84 euros je trouve cela très cher, pour le diner 135 euros sans les boissons ( sauf pour celle de 10 ans ) et que des bouteilles de vin pas de pichet sur la carte, ( je n'allais quand même boire une bouteille par…",georges a écrit un avis (mars 2019),"None, None",bubble_30,no
