titre_comm,comm,date,loc,note,photo
la magie star wars,"sejour parfait,quasiment personne, peu d'attente dans les attractions, les spectacles nocturnes et la parade tout simplement magique. En revanche pour la chambre moyen en revanche. l’hôtesse d'accueil nous explique la moitié du fonctionnement. on a du faire avec 3 chaines tv sur 3 jours (bfm tv , canal plus sport et disney channel esp). un lavabo qui fuit, une vasque fissurée, la douche pas propre du tout sans compter les rideaux que l'on ne peut fermer complètement  (ce uqi veut dire lampadaire en pleine figure chaque nuit)",anthonymde17 a écrit un avis (janv. 2019),Aytre,bubble_30,no
Magique,Magique féerique on oublie tout on vit dans le monde merveilleux de DysneyParc exceptionnel Employés exceptionnels ils sont vraiment au top tous !!! Je remercie particulièrement Samir serveur du Bistrot Chez Rémi qui a été formidable !!  ,Drey a écrit un avis (janv. 2019),"None, None",bubble_50,no
Santa fe,Hôtel propre chambre sympathique au thème du dessin animé Cars !  Le petit déjeuné continental est au top.  Vous trouverez au sein de l'hôtel une boutique disney un starbucks et un restaurant. Personnage disney à partir de 8h15.,Dwennn a écrit un avis (janv. 2019),"Lausanne, Suisse",bubble_40,no
bon rapport qualité/prix ,"Chambre correcte, propre. Par contre chariot de linge qui est resté toute la nuit dans le couloir avec un tapis de bain au pied (Je suppose sale car il était en boule). En ce qui concerne les nuisances sonores comme dans certains avis, nous n’avons pas eu à nous plaindre. Notre chambre était au rez de chaussé, nous avons été gêné par la lumière extérieur des allées qui restent toute la nuit allumé alors que les fenêtres ont juste un rideau occultant qui laisse passer la lumière de chaques côtés. Un plus pour le Parking qui est proche des chambres et un +++ pour la sécurité à l’entrée de l’hôtel.  En ce qui concerne le repas le restaurant la cantina est correct.  Pass pour le parc reçu le matin dommage que le pass pour les chambres ne soit pas donné en même temps car cela oblige…",Marina D a écrit un avis (janv. 2019),"None, None",bubble_40,no
Hôtel très sympathique,Nous y avons passé une nuit chambre très propre décorée avec le thème cars. .Les chambres sont au calme car en retrait de la réception restaurant etc. .Rien à dire côté hygiène et confort  Buffet du soir parfait et copieux il y a de tout et varié ainsi que le buffet petit déjeuner très varié  Personnel agréable et souriant Je recommande cet hôtel à 5 min en navette bus et à 10 min à pied,sunlight131276 a écrit un avis (janv. 2019),"None, None",bubble_50,no
Dépôt de garanti,Bonjour. J'ai pris une réservation via le site pour 2 nuits. Tout est déjà payé par CB. On me demande un dépôt de garanti par CB à l arrivée. Peut on me dire le montant et si c est débité direct... J'avais jamais vu ça pour une réservation d hôtel... Merci cdt,Sandrine D a écrit un avis (janv. 2019),"Béziers, France",bubble_30,no
Séjour....,"Séjour à l' Hôtel San Fe Disney dont nous nous souviendrons positivement pour l'accueil et la disponibilité du personnel ( malgré le nombre important de touristes!! ) ainsi que la propreté des lieux. Le ménage a été fait tous les jours en chambre. Rencontre avec un personnage de Disney possible à l' accueil.   Mais...  ..... Quand on va à Disney, l'hôtel n'est peut être pas le lieu où l'on passe le plus de temps, or, au vu du prix du séjour, certaines choses restes importantes.  La décoration des couloirs amenant aux chambres et des chambres en elles-mêmes est vieillissante.  Depuis quelques temps, l'hôtel est passé sur une thématique du film ""CARS"" que l'on retrouve brièvement en chambre sur une simple frise, un rideau de douche avec des drapeaux de course de voiture et  deux…",Loorimze a écrit un avis (janv. 2019),"Toulouse, France",bubble_30,no
Séjour ,Arriver à l’hôtel le dimanche 6 janvier une queu fainoménal pour la réception ensuite super bien accueilli à l’accueil part conte la chambre laisse à désirer et dans la salle de bain il manque des gant de toilette. ,Justine P a écrit un avis (janv. 2019),"Ville de Roanne, France",bubble_20,no
Plus jamais ,"Nous avions réservé juste un soir pour le buffet car nous dormions dans un autre hôtel (et tant mieux). Un vrai usine ! Le staff ""gavés"", des gens partouuuutt et mal élevés.... La déco ? Où est elle ? Ambiance ""Car's"" oui avec le parking dehors ! Le buffet il y a du choix malgré l'attitude de tous ces ""morts de faim"". Pas de plateau pour se servir, les tables dignes d'un macdo. Bref : plus jamais ! Au moins, on a pu se rendre compte qu'à côté c'était bien mieux ! ",Pris'K a écrit un avis (janv. 2019),"Cap-d'Ail, France",bubble_10,no
sejour 3 jours et 2 nuits hotel santa fe,"Bonjour, petit message pour espérer faire taire les mauvaises langues car comme beaucoup j'ai regardé les avis avant de réserver cet hotel. Nous étions un peu sur la réserve et puis bonne surprise chambre très propre, salle de bain et WC egalement. Le personnel très sympathique malgré l'affluence. Au petit dejeuner il y avait du choix et personnel de salle sympathique aussi. Je recommande cet hotel bon rapport qualité prix. Le bémol paroi entre les chambres un peu fines mais il est d'époque. Très bon séjour ",aurelie22 a écrit un avis (janv. 2019),"None, None",bubble_40,no
Agréable séjour mais petit bémol,Bonjour  Séjour agréable en ce weekend du 5/01/2019 au 6/01/2019 ! Un petit déjeuner de folie pour bien démarrer notre journée au parc !! Nous en avons eu pleins les yeux ! Le petit Bémol c'est que pour Mon Fils de 9 mois je n'ai pas eu de matelas dans le lit bébé et qu'à l'accueil on nous a dit que l'hôtel ne fournissez plus de matelas pourtant on a bien demander et on nous avait dit que tout était fournis résultats mauvaise nuit pour Bébé qui a réveillé tout le monde .. mis à part ce soucis rien d'autres à dire propreté super et hôtel confortable.,Coralie C a écrit un avis (janv. 2019),"None, None",bubble_30,no
A FUIR,"❌❌❌❌❌❌  - salle de bain abîmer  -toilette sale  -papier toilette déjà utilisé  -serviette toute taché - le bouchon pour vider l’eau était cassée donc  notre douche est devenue un bain  -la sorte de bouchon pour passer de l’eau qui coule au pommeau était aussi cassée donc obliger de tirer sur le bout qui dépasser pour réussir à ce laver correctement avec le pommeau  -2 lit 1 place et demi je pense  (tout petit) ( pas prévu dans la chambre nous devions en avoir que 1 , mais heureusement qu’il y’en avais 2 car nous avons dormi séparer car lit trop petit pourtant j’avais demander lit double, super pour un week end en amoureux  )  -lumière au dessus du lit qui grésiller et ces finalement éteinte  -la porte était rempli de dessin d’enfant au crayon  -chauffage a fond le matin après la…",Claire a écrit un avis (janv. 2019),"Orléans, France",bubble_10,no
Santa fe,Hôtel vieux enfin à rénover Carrelage salle de bain abîmé casser  Calcaire robinetterie  Tapis abîmé  Literie bonne  Chauffage bien Déjeuner à la cantine  Bcp de salé omelette lard pomme de terre Pas bcp de sorte de pain et de confiture  Acceuil pa très souriant Navette bien  Pour une première hôtel Disney cv,gamali2512 a écrit un avis (janv. 2019),"Charleroi, Belgique",bubble_30,yes
Bon rapport qualité / prix,"Deuxième séjour pour notre part. L’hôtel fait voyager dans l'univers ""cars"" et ravie les enfants. Ensuite il est un peu loin du parc (le soir après le show, le trajet est long pour les enfants) mais reste à une distance correcte (20 mn a pied avec enfants) Les chambres sont un peu vieillissantes et moins ""magiques"" que celles du New York. Nous l'avons fait mais nous n'y retournerons pas lors de notre prochain séjour.",Kris T a écrit un avis (janv. 2019),"Lyon, France",bubble_40,no
Plus jamais,"Deuxieme sejour pour nous à Disney ,le premier au Newport n avait rien à voir !!  Ici le séjour n etait pas digne de Disney... Les wc etaient desolidarises du sol,la literie tachee, le menage fait à moitié avec des taches de dentifrice sous le robinet,l environnement bruyant et inospitalier (chariots de linge dans le couloir h24) bref tout sauf de la feerie Disney. Nous ne reviendrons pas dans cet hôtel.",810Marine a écrit un avis (janv. 2019),"Arlon, Belgique",bubble_10,no
Deçue,"Nous avons séjourner à l’hôtel Santa Fe et nous avons été super déçus ! Première fois pour nous chez Disneyland Paris et dommage que nous ayons choisis cet hôtel ! Les chambres paraissent abandonnées, tâches sur la moquette , moisissures dans la salle de bain. La machine à boissons dont nous avions accès 1 fois par jour gratuitement compris dans notre réservation ne fonctionnait pas ou alors n’était pas rechargée!! Par contre les repas au restaurant étaient super bons ! C’est sur nous n’y retournerons pas et le déconseillons !",Jose - steph R a écrit un avis (janv. 2019),"Seynod, France",bubble_20,no
Excellent rapport qualité prix,Cet hôtel est vraiment super! Malgré un monde fou le flux a été super bien géré ! Les chambres sont très bien avec un taille parfaite et une salle de bain très correcte. Il est un peu loin du parc mais ça on le sait en réservant . Petit bémol sur la propreté de la moquette...,Fatou a écrit un avis (janv. 2019),"None, None",bubble_40,no
Hotel Santa Fe,Nous avons séjourné à l'hôtel Santa Fe en septembre dernier pour 1 nuit (séjour à 395 euros). Nous avons été choqués par le manque de propreté et d'entretien de la chambre : toilettes sales (traces jaunes sur la cuvette) ; VMC très sale et visiblement pas nettoyée depuis un moment ; trace de rouge à lèvre sur le sèche cheveux ; rideau de douche taché à plusieurs endroits ; rideaux et fenêtres pas très propres ; poussière ; prise descellée ; fuite d'eau au niveau du siphon (sale) du lavabo de la salle de bain et donc des tâches d'eau au sol dûes à cette fuite. On se demande toujours si la chambre a été nettoyée avant notre arrivée.  On est donc loin de la magie de Disney pour cette chambre d'hôtel qui restera un mauvais souvenir pour nous. ,Emilie a écrit un avis (janv. 2019),"Lille, France",bubble_20,yes
Peut mieux faire ,"les chambres sont corrects mais ont besoin d un rafraîchissement en profondeur  ( prises qui se détachent, joint du bain moisi, peinture qui s écaille, moquette qui se détache par endroit).  Insonorisation inexistante dans les chambres, facile de faire la conversation avec les voisins. ",Sébastien C a écrit un avis (janv. 2019),"Bruxelles, Belgique",bubble_20,no
Deux nuits du 11 au 13 decembre 2018,Deux nuit passer entre amis et en familles chambre au 4 eme étage 429 chambre pas très propre froide Hotel que je ne retournerais plus ça vaut pas sont prix ménage et chambre pas spacieuse au paravents était au séquoia lodges vu que les hôtels Disney était complets on c’est retrouver au santé Fe je préfère le Cheyenne plus près chambre plus spacieuse que le Santa Fe et je conseil le bb hôtel meilleurs rapport qualité prix franchement j’aurais jamais payer 391€ une nuit heureusement étant passeport annuel pour deux nuit 109€ ouf hôtel sans plus sinon j’ai bien manger au à la cantinz buffet à volonté mon préféré restera toujours le séquoia lodges,Michael B a écrit un avis (déc. 2018),"None, None",bubble_20,yes
Avis mitigé ,"Mon fils et moi avons séjourné une nuit dans cet hôtel. L’accueil était parfait, la chambre spacieuse et propre au calme, la moquette était en revanche sale et visiblement l’aspirateur n’a pas été bien passé. Le personnel était très professionnel et charmant. La cantina, le restaurant principal: très cher pour un buffet du soir de cuisine mexicaine qui n’était pas à la hauteur. Je connais très bien la cuisine mexicaine que j’adore mais les plats étaient sans saveur et très fades. J’ai été très déçue même le petit déjeuner était moyen. Nous retournerons à Disneyland en mars, je pense réserver à un hôtel plus haut standing pour bénéficier de plus hautes prestations quitte à y mettre le prix. ",Cinnamon1975 a écrit un avis (déc. 2018),"L'Isle-d'Abeau , France",bubble_30,no
Absolument génial ,"Nous avons séjourné une nuit, à 4 dans cet hôtel. L'accueil était Merveilleux, les explications top et la chambre propre et très confortable.  Le petit déjeuner est très bon et fourni ! Tous les employés sont adorables.   Bref, 10/10 ! ",Jessica T a écrit un avis (déc. 2018),"Villeurbanne, France",bubble_50,no
Pour une nuit pas plus !,"Hôtel sympathique de l’extérieur. Chambre décorée sur le thème de cars .  Point négatif : Le rideau n’occulte pas totale sur le coin des fenêtres  Mal insonorisées : si vous avez-vous envie d’entendre votre voisin faire pipi , allez y !  ",Lilou5962 a écrit un avis (déc. 2018),"Saint Folquin, France",bubble_30,no
Un bon hôtel!!!,"A chaque fois que nous venons a disney, nous réservons dans cet hôtel et jamais déçu sauf cette fois-ci !!! Accueil et enregistrement sympathique et rapide !! Mais là où commence la déception c'est sur la qualité des lits et surtout du lit bébé!!!  Les lits adultes, les matelas sont de mauvaises qualités, on s'y enfonce à moitié et je peux vous dire que le mal de dos en se levant le matin était pas sympathique.....Mais le pire est la qualité du matelas du lit bébé!!! matelas quasi inexistant très fin !! Je vous conseille d'amener un matelas en plus pour votre bout de chou!! On a du rembourrer avec des couvertures et draps pour qu'elle puisse y dormir ..... Rien à redire côté propreté et pas de bruit...  Je pense que la prochaine fois on retournera au sequoia comme on avait fait…",nana a écrit un avis (déc. 2018),"Brest, France",bubble_30,no
Tres sympa,"Tres sympa mis a part que tout est tres chère et la nourriture ne sont que de toute petites doses pour le tarif demandé, donc apportez votre propre, nourriture si vous ne voulez pas vous ruiner ou mourir de faim et préparez vous a attendre encore et encore :-)",klb70 a écrit un avis (déc. 2018),"Ernee, France",bubble_40,no
Bon rapport qualité prix ,"Nous avons séjourné à deux couples un nuit dans cet hôtel. Nous avons eu deux chambres communicantes sans l’avoir demandé, un point très positif pour nous. Merci pour ce petit plus qui permet d’avoir son intimité même en week end chez Mickey !  C’est un hôtel simple qui permet d’avoir un nuit de repos après une longue journée aux parcs.. il est très bien situé avec la navette gratuite.  Nous avons apprécié la visite des personnages.   literie confortable, chambre propre et suffisamment grande pour se sentir à son aise, bon accueil. Salle de bain correct.  Nous n’avons pas pris le petit déjeuner sur place.   Dommage que les chambres soient peu insonorisées et le chariot dans le couloir est à supprimer.. cela fait très désordre.  ",alexia-b26 a écrit un avis (déc. 2018),"Valence, France",bubble_40,no
A éviter ...,"Par oú commencer? L'hotel semble vetuste et les parties communes sont assez sales. Les couloirs des chambres sont ironiquement encombrés par le materiel et chariot du personnel d'entretien (jour et nuit). La literie se rapproche plus d'une planche avec ressorts que d'un vrai matelat. La couverture est trop petite pour couvrir 2 personnes. Si vous êtes frileux, prévoyez votre couverture car vous n'y trouverez qu'une seule toute fine. Les rideaux ocultants ne permettent pas couvrir toute la fenètre. Les chambres sont netoyées à minima (restes des précédents retrouvés au sol). Le pire est peut être la douche dont la température de l'eau varie inexplicablement du brulant au glacé sans toucher au mitigeur. Se laver au Santa fe relève du sport extrème. Et je ne m'attarderais pas sur…",Xander69 a écrit un avis (déc. 2018),"Lyon, France",bubble_10,no
Pas mal sans plus,Hôtel basique. Attention à la circulation des voiture. Le chariot de ménage est resté devant notre porte de chambre durant tout le week-end.un peu éloigné des parcs. Petit déjeuner et dînerssympas mais un peu chers,Sandra Bes a écrit un avis (déc. 2018),"Chatou, France",bubble_30,no
Uniquement pour un premier séjour,"Je conseille cet hôtel uniquement lors d’un premier séjour a disneyland. Les chambres sur le thème cars sont sympa mais sans plus. L’hôtel est le plus éloigné du parc.  La navette devient donc quasi obligatoire. Pour les prestations, elles sont correctes pour un 2 étoiles (2 clefs). ",mcfly72 a écrit un avis (déc. 2018),"La Roche-sur-Yon, France",bubble_30,no
Super hôtel,"Très bon hôtel malgres que les chambres soit pas insonorisée, on entendaient des camions passer à côté de notre fenêtre et les discussions de nos voisins . Mise à part ça le personnel est top ! hôtel a 10 min de Disneyland avec la navette. Chambre et salle de bain propre . Très content de notre séjour. Merci",Rachel C a écrit un avis (nov. 2018),"None, None",bubble_40,yes
Moyen,Niveau propreté rien à redire appart 1 ou 2 cheveux retrouvé dans la salle de bain.  Par contre l'hôtel est très mal insonorisé et la literie beaucoup trop dure ! Le lit parapluie que nous avions demandé n'était même pas dans notre chambre....,Hélène G a écrit un avis (nov. 2018),"None, None",bubble_20,no
Hotel proche des parcs Disney,Nous y avons passé une nuit en famille Les chambres ne sont pas insonorisées. Impossible de dormir car un bébé a pleuré toute la nuit dans la chambre à coté. Pas de chance. L'hotel et les chambres font très vieillots. Le petit déjeuner est à volonté mais de très mauvaise qualité . Le seul intérêt est la proximité du parc 10mn en navette.  ,Arnaud V a écrit un avis (nov. 2018),"Palaiseau, France",bubble_20,no
Déçue !,"Couloirs encombrés par les chariots de nettoyage, ainsi que des sacs à linge, pas d'ascenseurs pour les poussettes et valises lourdes, odeurs des nettoyants trop présents. Chambres plus agréables que prévu et presque propre, il y avait un linge sale qui pendait au clou de la porte. Salle du petit déjeuner chaotique et pas très propre, sinon petit déjeuner sans plus.",Noukichou a écrit un avis (nov. 2018),"Genève, Suisse",bubble_30,no
Très bien !,"Hôtel très bien, jolie décoration sur le thème de Cars (mon fils a adoré !!). Personnel à l’écoute et très aimable, navette gratuite pour aller aux 2 parcs toutes les 15 minutes. Le petit-déjeuner est très copieux, énormément de choix (il en faut pour tous les goûts). Nous y sommes restés 3 nuits et vraiment je recommande. Il fait parti des hôtels les moins cher, si je reviens à Disneyland je pense revenir dans cet hôtel !",Bérengère A a écrit un avis (nov. 2018),"Albi, France",bubble_40,yes
Simple et économique,"Nous sommes partis à Disney entre ami et nous voulions limiter le budget. Cet hôtel est donc l'un des moins cher et proche du Parc avec des navettes régulières. Mais les chambres sont basiques, c'est un vrai labyrinthe pour retrouver sa chambre. Tous les bâtiments se ressembles. Il n'y a aucune magie de Disney mais à ce prix là, on ne peut pas être trop exigent.",Stefiut83 a écrit un avis (nov. 2018),"Lyon, France",bubble_30,no
...vitesse de la lumière,"Soyons honnête, les chambres sont correctes, bien que nous n’avons jamais pu régler l’eau chaude et l’eau froide correctement (pas très pratique avec des enfants…), comme il y avait des travaux importants de voirie dans notre quartier, je suppose que c’est l’explication (encore eut-il été correct de nous en informer…).  Un gros bémol quant à l’accueil et l’hôtesse : on nous donne des explications à la vitesse de la lumière, pas le temps de poser des questions qu’on vous expédie très très rapidement, et dans un français approximatif (désolé, je n’ai rien contre les accents étrangers mais un minimum tout de même) qui vous donne l’impression qu’ici on calcule surtout les étrangers. Pour trouver votre chambre et le quartier concerné, armez-vous de patience, car on vous lâche dans la…",Pierre F a écrit un avis (nov. 2018),"Châteauneuf-du-Pape, France",bubble_30,no
Sale,Nous avons séjourné à l'hôtel Santa fe pour une nuit le 31 octobre 2018  Pour la reception rien à dire nous n'avons pas attendu puisque nous étions la à 7h30 et les réceptionniste sont très gentil et répondent à toutes questions sans problème. Le bus pour nous déposer au parc....les chauffeur sont exécrables ils nous passe devant parce qu'on ete que 4 il la pas voulu s'arrêter obligés d'attendre encore 15 min que monsieur reviennent avec son bus et le trajet une vrai galère il roule comme des malades il freine faut voir comment avec des enfants à l'intérieur des personnes à mobilité réduite et la plupart sont debout c'est juste trop dangereux pour un parc familiale (et c'est valable pour tous les chauffeurs à qui nous avons eu à faire) Ensuite récupération de la chambre sans…,ilana14 a écrit un avis (nov. 2018),caen,bubble_20,no
Magie dans les yeux,Une fois de plus séjourner dans un hotel Disney est magique  Tout est fait pour que tout le monde se sentent bien Le petit déjeuner est à assez copieu on y trouve de tout  Les chambres sont propres  On est dans l univers Car  L hôtel ést illumine le soir C'est magique  Le seul bémol l enregistrement est trop long Quand on est une fan de Disney  La seule envie ést d aller rapidement dans le parc  Certes il est un peu loin du parc mais les navettes sont régulières e rapide on peut également s y rendre à pied à peine 10 min  On a pas envie de perdre la moindre minute,Graziella2006 a écrit un avis (nov. 2018),"Lille, France",bubble_40,no
Simple mais plus que suffisante ,"Chambre propre, récemment rénovée. Bonne isolation phonique. Ambiance Cars simple mais soignée. Nous avons pu bien nous reposer au calme après des heures d’agitation, de distraction et de marche dans les parcs Disney . Très satisfait !",Gaius Baltar a écrit un avis (nov. 2018),"Orthez, France",bubble_40,no
Hôtel de rêve pour mon fils,Nous avons séjourné dans cet hôtel pour 1 nuit (2 adultes et 2 enfants). Il s'agissait d'une surprise pour l'anniversaire de mon fils qui est fan des films et de l'univers de Cars depuis tout petit. Et il a adoré car tout l'hôtel reflète cet univers et il y a même la musique du film qui passe à la réception. Ce fût un très bon séjour. Nous avions pris le Disney express du coup nos bagages étaient arrivés à l'hôtel avant nous. Le soir nous les avons juste récupéré à la bagagerie et du coup nous avons pu profiter de toute une journée au parc sans interruption pour y déposer les valises. La réception pour récupérer les cartes d'accès à notre chambre était un peu longue surtout après cette journée fatigante et pourtant il n'y avait que 2 personnes avant moi. La chambre était assez…,Christelle B a écrit un avis (nov. 2018),"Saint-Denis, Ile de La Réunion",bubble_40,yes
Un séjour désastreux,Un séjour juste désastreux. Premier problème 2h d'attente pour récupérer nos pass Disney à l'arrivée. Ensuite chambre prête mais punaise de lit ! On nous change de chambre et la toilette sale ! L'accueil nous dit que le nettoyage sera fait pendant notre journée au parc et le soir à notre retour rien de fait ! Nettoyage donc par moi même ! Un séjour de 3 jours et 2 nuit. J'ai écris à Disney qui m'a offert 4 places mais j'habite à 4h de route donc inutile et quand j'ai demandé plus je me suis fait totalement rembarrer !!!!! Hôtel sale en piteuse état ! Je ne recommande absolument pas ! Je suis extrêmement déçu surtout à ce tarif ! J'espère que Disney et l'hôtel verront ce message ainsi que photos,Sabrina A a écrit un avis (nov. 2018),"None, None",bubble_10,yes
Visite du Weekend du 27/10/18,"Nous ne sommes pas tout à fait satisfait de notre séjour. Nous étions plus allé à Disney land depuis plusieurs années. Concernant l’hôtel, dès le départ il y a une perte de temps considérable pour réceptionner les cartes d'accès pour le parc(+/-2 heure). Pour réceptionner la chambre, il faut de nouveau faire fil pour configurer les cartes pour la porte de la chambre. Nous avons eu froid car il n'y avait pas de chauffage dans la chambre et pour avoir de l'eau chaude, il a fallu laisser couler l'eau durant au moins 5 minutes.",fneyman a écrit un avis (oct. 2018),"Maisieres, Belgique",bubble_30,no
Super hotel,"Hôtel très sympathique. Accueil chaleureux. En entrant dans la chambre, on est mis dans l’ambiance avec télé allumée sur la chaîne Disney. Chambre très propre. Petit bémol... Les couettes ne sont pas assez épaisses. ",Denis C a écrit un avis (oct. 2018),"Concarneau, France",bubble_40,no
"Magique, féerique","Week-end parfait c’était magnifique, magique, féerique, on en a eu plein la vue ! Si on doit revenir on reprendre tout pareil mais avec quelque nuit de plus. Chambre propre, très classe, salle de bain avec baignoire pour se détendre après une bonne journée c’est juste parfait ",maureencadart a écrit un avis (oct. 2018),"Boulogne-sur-Mer, France",bubble_50,no
Bon hôtel mais...,Hôtel très bien dans l’ensemble Par contre l’organisation des arrivées n’est pas du tout optimal. Faire plus d’1:30 de queue pour pouvoir récupérer les cartes d’entrees au parc ce n’est pas acceptable pour un hôtel Disney ! L’organisation est à revoir à ce niveau là.,Marine L a écrit un avis (oct. 2018),"Injoux, Rhône-Alpes, France",bubble_30,no
En famille ,"Hotel toujours aussi sympathique, très bon acceuil même le monsieur qui passe au détecteur ( cela est rassurant d'ailleurs ) la personne a notre acceuil très chaleureuse , elle nous a tous très bien expliqué pour nos 2 chambres qu'on avait réservées.  Petit déjeuner et repas du soir, rien à dire au top très bon, pas mal de choix salle très propre .  Les chambres  pareil très propre juste 2 petits points négatif pour les chambres , la baignoire est ultra glissante sur les 6 adultes 1 enfants on a tous failli glisser et se faire mal !!!! Et la lumière extérieur pile devant la fenêtre qui reste allumé toute la nuit et qui éclaire la chambre même avec le rideau fermé.  Voilà a revoir les 2 points sa serai top.  Merci  À très bientôt a Disney !!!!😊😊😊 ",L lDv a écrit un avis (oct. 2018),"None, None",bubble_30,no
Séjour familial,"Tout est très bien organisé juste la douche écossaise quand 2 personnes se sont déjà douchées, ce qui n'est pas très agréable. A part ça très bien. Accès très rapide au parc. Restaurant à volonté mais ce qui le rend cher pour des petits appétits.",Christelle L a écrit un avis (oct. 2018),"None, None",bubble_40,no
Idéal pour un séjour chez Mickey,Bon rapport qualité prix surtout au niveau de la restauration pour un menu à 32 euros tous les buffets des entrées aux desserts sont à volonté avec un choix incalculable de mets ! L'organisation est irréprochable malgré le monde pas d'attente et un excellent accueil !,404vanda a écrit un avis (oct. 2018),"Gignac-la-Nerthe, France",bubble_40,no
Économiser avant,"Si l'hôtel avait un prix plus ou moins abordable, le petit déjeuner était hors de prix, bien que ça soit un buffet! Heureusement il y a un Starbucks à côté de la réception.  Hotel proche du parc avec la navette!!",Leticia a écrit un avis (oct. 2018),"Lausanne, Suisse",bubble_30,no
Cher pour ce que c’est,"Dans l’ense L’hôtel est très bien. Chambre bien équipée, confortable, bien chauffée. Personnel à la réception ou à la bagagerie au top. Bémols : aucune chambres dans le bâtiment principal. Il faut donc sortir à l’extérieur pour aller à sa chambre. Quand il pleut ou qu’il fait froid il faut partir au petit déjeuner avec la doudoune. Les chambres sont dans différents petits bâtiments et l’acces à l’etage Se fait par un escalier extérieur (pas d’ascenseur). Seule avec bagages, poussette et enfants pas top !!!2 restaurants ds l’hotel. 1 bar qui sert des sandwichs et l’autre qui ne propose qu’une formule buffet à volonté. J’ai regretté qu’il n’y ait pas de possibilité d’avoi Un simple plat à la carte. J’ai déjà fait de nombreux séjours à Disney. Je ne retournerais pas au Santa Fe. Il…",virginievw1 a écrit un avis (oct. 2018),"Montpellier, France",bubble_30,no
Très mauvaise organisation,"1h1/2 de queue pour obtenir les cartes d'entrée au Parc1H1/2 pour obtenir les cartes d'entrée au parcChambre très difficile à trouverNi la touche ""réveil"", ni ""réception"", ni ""direction "" ne fonctionnentbagage rie: correct.",claudeboyelle974 a écrit un avis (oct. 2018),"Palaiseau, France",bubble_20,no
Excellent,"Deja reserver l an passe rien a dire sauf parfait chambre agreable propre bonne literie le lendemain petit  dejeuner varier a volonte personnel disponible agreableNous avions deja reserver l annee derniere nous n avons pas ete decue cette annee chambre  agreable avec une bonne literie personnel disponible et aimable  mon fils ravi du petit dejeuner varier , tout est fait pour faciliter votre sejour baguagerie et navette toutes les 12 mn rien a dire excellent sejour ",nadiacarre1963 a écrit un avis (oct. 2018),"Colombes, France",bubble_50,no
Sympathique,Cadre agréable et chambre propre. personnel accueillant et souriant. Large choix au buffet il y en a pour tout les goûts. L'hôtel est particulièrement beau à la tombée de la nuit. Pas vue de personnages dans l'hôtel dommage.,nicolasbouclet41 a écrit un avis (oct. 2018),"Blois, France",bubble_40,no
Séjour magnifique. Galère pour récupérer les clés,File d'attente de 40 minutes à notre arrivée pour enregistrer notre reservation à 8h30. De retour du parc refaire 35 minutes d'attente pour récupérer nos clés  alors que tout avaient été enregistré dès le matin. Nous devions juste reprendre les clés. Donc après une journee passée au parc horreur de devoir attendre encore,jessica d a écrit un avis (oct. 2018),"Dunkerque, France",bubble_40,no
Très mauvaise organisation,"Très bon accueil le matin (09h30) en arrivant à l'hôtel où nous avons pu nous enregistrer rapidement grâce au papier déjà rempli au préalable selon les conseils de l'Hôtel.Le réceptionniste n'a pas pu activé la chambre sur notre MagicPass et nous a gentiment demandé de le faire lors de notre retour du parc afin que nous puissions accéder à notre chambre.De retour du parc à 19h15, il n'y avait ""que"" 2 réceptionnistes et nous avons dû (re)faire une attente de 30 minutes uniquement pour activé notre MagicPass pour la chambre => fait en ~3minutes.Après une journée entière avec des enfants dans le parc, nous pension simplement pouvoir nous poser un instant dans notre chambre avant le dîner de 20h00...eh non...nous devons encore attendre malgré nos enregistrements du matin.Je ne…",Boubys72 a écrit un avis (oct. 2018),"Desenzano Del Garda, Italie",bubble_20,no
bon hôtel,"Très bon séjour, mais sur la brochure était stipulé que nous avions le droit à une boisson dans un distributeur avec nos cartes d'hôtel mais cela n'a pas fonctionné. Sinon bien accueilli à notre arrivé, hôtesse agréable.",Eme B a écrit un avis (oct. 2018),"None, None",bubble_40,no
Grosse déception,"Avis publié : hier Après être allé plusieurs fois à Disney et avoir séjourné dans différents hôtel. J’ai choisi l’hôtel Santa Fee pour mon fils (déco de Cars).Grosses journée de marche dans les parcs, nous arrivons heureux à l’hôtel.Premier loupé, le disney express n’a pas été efficace, 1h15 pour récupérer nos bagages et atteindre la réception. A la réception, on nous annonce qu’il y a une coupure d’électricité dans tout l’hôtel et que nous devons être relogé. Ok, pas de soucis, ce sont des aléas qui peuvent arriver. On nous oriente vers l’hôtel Cheyenne. Arrivé à l’hôtel Cheyenne, on voit une fille d’attente à faire peur. Après s’être renseigné, on nous répond qu’il faut faire la queue. Super, avec un enfant de 5ans qui meurt de faim et qui s’endort à moitié sur la…",Morgan B a écrit un avis (oct. 2018),"Delémont, Suisse",bubble_10,no
