dateSejour,situation,titre_comm,comm,loc,langue,dateAvis,note,photo
déc. 2022 ,None,Trop d'attente,Nous sommes venus en semaine hors saison et en 2 jours nous avons fait très peu d'attractions ! Avec un enfant de 6 ans attendre 1H30 dans un froid de canard pour 1 minute de plaisir c'était compliqué !!Mais le parc est cependant magnifique et le personnel adorable !,"Montpellier, France",fr,None,"2,0 sur 5 bulles",no
déc. 2022 , En couple,Excellente visite familiale,"La première visite en famille qui a été mémorable peut coûter un peu cher dans les parcs, mais si vous planifiez votre journée, cela peut être moins cher. Grand spectacle du Roi Lion.","Dublin, Irlande",en,None,"4,0 sur 5 bulles",no
nov. 2022 , En couple,Journée inoubliable et un Noël super enchanté,"La journée a commencé très tôt, nous avons donc pu entrer sans difficultés et en profiter au maximum. Pas de files d'attente pour entrer, journée froide, mais pas de pluie. et de telles minutes (je n'y ai même pas mis les pieds). Il s'amuse à tous les âges (Indiana Jones et Star Wars-Mountain sont les plus radicaux et nous mettent à l'épreuve ! Mais j'ai adoré ! Utopia a été une agréable surprise, car les enfants pouvaient conduire, sans accident majeur et cela donnait un plus Contentement Animation. Animation du jumbo, très rapide, pour le temps qu'il fallait attendre, sinon toutes les animations valaient le coup et on en veut toujours de plus en plus. Spectacle final, avec les animations avec les drones, ça donne une innovation magnifique!","Vila Nova de Gaia, Portugal",pt,None,"5,0 sur 5 bulles",no
déc. 2022 , En couple,"Séjour 1parc, 1 jour","Séjour entre amies sur une journée, malgré le froid c'était une merveilleuse journée passée dans la magie de Noël et de Disney",1 contribution,fr,None,"5,0 sur 5 bulles",no
déc. 2022, En famille,visite parfaite !!,C'était tellement magique !!!! .. aucun mot ne peut décrire mon sentiment à propos de ma visite! rêveur! charmant! incroyable juste WOW WOW WOW!,"Shefar'am, Israël",en,None,"5,0 sur 5 bulles",no
déc. 2022 , Entre amis,Ca aurait pu être mieux,"D'un géant de cette taille j'attendais quelque chose de plus.Lors de notre visite nous avons fait une dizaine de manèges, TOUS ont eu des problèmes techniques, certains se sont bloqués pendant que nous étions en ligne, allongeant considérablement la ligne, d'autres pendant le manège lui-même. Par exemple, la montagne hyperspatiale de star wars nous avons fait 2 tours et les deux fois le carrousel s'est arrêté, sans parler du manoir fantôme, chaque courbe s'est arrêtée (à présent je détestais le refrain qui disait de s'asseoir). Mauvaise organisation même pour les kiosques, d'une lenteur embarrassante. Souvent il n'y a qu'1 personne qui entre la caissière et les domestiques est incapable de disposer de la foule, mais en général le personnel n'a pas l'habitude de gérer autant de monde.... je dis si vous devez préparer 6 chocolats chauds (et que vous utilisez une machine automatique lavazza ndlr) ce n'est pas comme si tu perdais une demi-heure à fermer chaque gobelet, tu le donnes au client puis tu fais le suivant, après le premier, tu mets le second et pendant que si c'est le cas, tu fermes le premier, au moins tu en prends moins !. Ensuite, il faisait vraiment froid et il n'y avait pas de point de chauffage externe sur la file d'attente des manèges ou dans les points focaux (par exemple, les salles de bain). alors la seule façon de se réchauffer était soit d'aller dans un magasin, soit d'acheter quelque chose de chaud (si vous n'êtes pas mort en attendant, comme mentionné précédemment) Par rapport à quand nous y étions il y a 8 ans, la qualité des magasins a également baissé , à l'époque il y avait beaucoup plus de merchandising qu'on ne trouvait pas ailleurs, maintenant dans l'ensemble les boutiques étaient ""pauvres"" et elles proposaient toutes un peu les mêmes choses. Bah, franchement, un endroit merveilleux, mais on s'attend plutôt à une organisation irréprochable de la part d'un géant de ce genre...","Rome, Italie",it,None,"2,0 sur 5 bulles",no
déc. 2022 , En famille,Je recommande!,"Ce fut une très belle expérience, nous avons apprécié l'ambiance de Noël même s'il faisait assez froid. Nous reviendrons.","Bucarest, Roumanie",en,None,"5,0 sur 5 bulles",no
sept. 2022 ,None,frais,"C'est vraiment cool, les enfants s'amusent beaucoup. Je pensais que les jouets n'étaient pas terribles, mais ce que les enfants ont vraiment aimé, ce sont les arrêts avec les personnages et le spectacle de lumière et de feux d'artifice à la fin. Le prix des billets est assez cher, ainsi que tout ce que vous achetez à l'intérieur du parc. Le point positif est que vous pouvez emporter de la nourriture et des boissons dans votre sac à dos et entrer dans le parc sans aucun problème.","São Paulo, SP",pt,None,"4,0 sur 5 bulles",yes
None,None,Disneyland Paris,"Il faut y aller au moins une fois dans sa vie. L'endroit fabuleux. Seul bémol, les hôtes qui ne sont pas du tout serviables en cas de problème. Le reste est merveilleux","Cosenza, Italie",it,None,"5,0 sur 5 bulles",yes
None, Entre amis,Temps magique,"Nous avons passé 3 jours magiques à Disneyland. La dernière fois que nous étions ici, c'était en 2012. Beaucoup de choses ont changé depuis. Personnellement je trouve qu'il y a pas mal d'améliorations, de très bons spectacles, de nouvelles attractions, ... un bémol c'est bien sûr le prix, mais comme tout augmente tellement, c'est malheureusement inclus (achetez vos snacks et boissons en supermarché et emportez-le avec vous dans le parc, cela vous fera économiser beaucoup d'argent). Un certain nombre de choses qu'ils peuvent supprimer de moi est le système de réservations pour les restaurants et les parcs, donc plus de visites spontanées de Disney et malheureusement il n'y a plus de coupe-file gratuit par jour. Nous avons pu tout faire sans payer de supplément. Nous sommes allés du mercredi au vendredi. Seulement vendredi c'était très occupé. Les défilés étaient magnifiques et le spectacle au château était wow 🤩 Reste un parc magique et j'ai hâte d'y retourner !","Torhout, Belgique",nl,None,"5,0 sur 5 bulles",no
nov. 2022,None,"Si vous recherchez l'ambiance de Noël Disney, vous êtes au bon endroit","Quelle expérience et quelle atmosphère; quelque chose que disney peut créer !! Mais c'est surtout à la gare/rue principale et plus tard ça devient beaucoup moins. sauf pour la musique.Belles parades.Malheureusement, l'ambiance de Noël n'est plus présente dans les parties thématiques.",121 contributions,nl,None,"4,0 sur 5 bulles",no
déc. 2022 , En couple,Plus jamais.juste pour dire que tu as été là,"Il fallait attendre plus de 45 minutes dans chaque file d'attente pour entrer dans une partie. Ce jour-là, il pleuvait aussi et il faisait très froid, donc vous ne pouviez rien faire. Je m'attendais à ce que ce soit différent avec les héros de Disney tout autour, mais rien de tel. Juste des files d'attente partout, même pour prendre un café pour me sentir mieux à cause de la météo, j'ai dû attendre plus de 40 minutes. Sans parler du besoin d'aller aux toilettes !!!! Je ne me suis pas amusé du tout. J'avais hâte de reprendre le train pour Paris.","Argolis Region, Grèce",en,Écrit le 13 décembre 2022,"2,0 sur 5 bulles",no
déc. 2022 ,None,Parfait ...sauf le soir : Horrible,"La journée s est trés bien déroulée. Pas trop de monde dans les attractions. Tout s est trés fortement dégradé quand vers 19h les ""vigiles"" ont commencé a nous interdire d aller ici et la car le parc allait fermé. Ainsi , tout le monde se retrouve sur main street pour assister au spectacle nocturne. La l enfer commence. les gens s 'écrasent , se bousculent , les enfants ne voient absolument rien écrasés par les adultes. Le spectacle devient une véritable souffrance...cela à été le cas pour tous les gens autour de nous ! Puis s en vient le temps de sortir.....a nouveau dans une cohue indescriptible. c est étonnant qu il n y ai pas d accident. Si un  jour nous retournons à disney , alors ce ne sera certainement pas pour rester jusqu a la fin.   Reste dons un gros gout de déception de ce petit séjour.","Carnac, France",fr,None,"2,0 sur 5 bulles",no
déc. 2022 , En famille,Déçue :(,"Un peu déçue de mon dernier séjour à Disneyland.Je ne peux pas dire totalement déçue car je suis une grande fan de l'univers, et les cast member sont toujours aussi attentionés. Cependant, on dirait bien que Disneyland Paris a rejoint le mouvement de ""money first"" et de rendement à tout prix.Je veux bien que le parc veuille être rentable, néanmoins, ce séjour s'est prouvé assez décevant.Le parc est plein à ne plus pouvoir se déplacer sans se marcher dessus, les files d'attente sont incommensurables, le parc a perdu de sa propreté et de sa prestance du fait de cette fréquentation, et les parades sont plus petites qu'avant.De plus, il est absolument impossible de voir le spectacle du soir car l'allée principale est noire de monde.Tout ça pour un prix beaucoup plus élevé, sans parler des fast pass payant maintenant...Dommage car cela risque de ternir leur image qui fait autant rêver.",2 contributions,fr,None,"3,0 sur 5 bulles",no
None, En famille,Noël à Disneyland Paris,"Cet endroit est vraiment incroyable et surtout à Noël, je pense que nous avons choisi le meilleur moment pour venir, c'était notre première fois et nous reviendrons certainement. Les prix des choses sont un peu fous mais on s'en fichait c'était une question d'expérience tout le personnel était vraiment sympathique et serviable l'endroit est très propre et bien rangé l'attention portée aux détails est irréelle sur tout le bâtiment et le château est sorti de ce monde mes enfants l'ont adoré.","Glasgow, UK",en,None,"5,0 sur 5 bulles",yes
déc. 2022 , En famille,Ne vaut pas l'argent,"Mon conjoint et moi venons de rentrer de notre premier voyage à Disneyland Paris. Nous étions tous les deux tellement excités, mais nous avons maintenant l'impression que c'était une perte totale d'argent et de temps. Nous avons séjourné au Magic Circus Hotel que nous n'avons rien à redire, belle décoration et personnel de la réception très poli et serviable. Nous avons également eu la navette gratuite incluse dans notre séjour, ce que je peux dire en toute honnêteté est une pagaille absolue et le pire service que j'aie jamais vu. Tout le monde pousse, bouscule et se bat pour monter dans le bus comme s'il s'agissait d'animaux. Pas de priorité pour les poussettes. Les chauffeurs de bus ne s'en soucient pas non plus, ils ne s'impliqueront pas. Nous avons passé 2 jours complets à Disneyland et le premier jour, nous n'avons réussi à monter que 3 manèges car c'était une attente de 40/50 minutes pour la plupart d'entre eux. Les lieux de restauration sont si chers, ce qui est compréhensible car c'est Disneyland, mais nous avons eu un toast au fromage et buvons chacun à 30 €, pas de tables non plus, nous avons donc dû manger à l'extérieur. Nous avons apporté nos bouteilles d'eau avec nous dans les parcs, mais tous les robinets d'eau potable que nous avons essayés ne fonctionnaient pas. Ce n'est que notre dernier jour que nous en avons finalement trouvé un qui fonctionnait après avoir essayé environ 6 robinets différents dans le parc. L'expérience globale était tellement mauvaise, ce qui est dommage car nous attendions vraiment ce voyage avec impatience depuis des mois, mais ne le sera certainement jamais dos.",1 contribution,en,Écrit le 13 décembre 2022,"2,0 sur 5 bulles",no
nov. 2022 ,None,Magique mais a des problèmes,"L'endroit est magique, c'est Disney le vrai McCoy. Mais le personnel peut être impoli et à plusieurs reprises s'est senti discriminé et traité différemment parce que j'étais britannique. Les visiteurs français ont été traités complètement différemment de nous au même moment par le même membre du personnel. Par exemple, j'ai été grossièrement déplacé par le personnel de se tenir à un endroit, pendant 30 secondes plus tard, une famille française a été autorisée à se tenir exactement là où j'étais. Ou essayer de traverser une route, alors que d'autres l'étaient mais pas ma famille ! Ou toute aide avec le plan de repas Disney, aww les gens reçoivent leur friandise (partie du plan de repas Disney) pas ma famille, je me suis épuisé par cet aspect et j'ai trouvé des parties de cela stressantes, que je n'avais jamais trouvées auparavant à Disney. Dépenser des charges sur un plan de restauration qui ne pouvait pas être utilisé, ne pouvait pas obtenir les informations ou s'était fait dire de mauvaises informations, a trouvé l'utilisation de cet aspect difficile. En dehors de cela, l'endroit offre tout ce que vous attendez, de bonnes promenades en famille, de nombreuses rencontres et des moments spéciaux pour les plus petits de votre vie. J'adore Disney mais je dirais que vous feriez mieux de faire une croisière, l'un des parcs d'Amérique ou Disney on Ive etc. même magie meilleur traitement !",4 contributions,en,Écrit le 7 décembre 2022,"3,0 sur 5 bulles",yes
None,None,Usine à faire de l argent,"Trop d attraction fermée ou en rénovation.Trop de file , trop de mondeTout les restaurants complet.  , depuis plusieurs mois!Système de réservation ( l application) ne fonctionne pas",14 contributions,fr,None,"1,0 sur 5 bulles",no
nov. 2022, En couple,MAGIQUE,"Bonjour, nous revenons d'un séjour de 2 jours au parc avec nos 2 enfants 2 et 4 ans.Cela faisait 14 ans que nous n'y étions pas retourné ! Nous avons passés 2 jours merveilleux. La magie Disney est toujours présente. Mes enfants ont étaient émerveillés que ce soit aux parades celle de  Noël magique avec son père noël en final...les spectacles plus époustouflants les uns que les autres nous avons adorés ""le roi lion"" et mes enfants ont eu plus de réactions au spectacle mickey et la fabrique de rêves. Le système de Baby switch est top nous avons pus nous aussi profiter des attractions a sensations forte ! La propreté du parc est impeccable, les toilettes aussi (même aux fortes affluences!), les restaurants aussi. Nous voyons toutes ses petites mains des employés qui ne cessent pas une minute !Nous sommes ravis d'avoir pus rêver pendant 2 jours et d'avoir vu nos enfants heureux ! Merci a vous ! Ma fille veut vivre las bas !!! Merci la magie Disney <3",3 contributions,fr,None,"5,0 sur 5 bulles",yes
nov. 2022 ,None,Expérience catastrophique,Ce n'est plus la même chose. C'est devenu du n'importe quoi. Faut vendre un rein pour y aller..détenteur du passeport annuel infinity depuis des années. J'ai vu les services baisser et les prix doubler drastiquement.ne mérite même pas une étoile.,1 contribution,fr,None,"1,0 sur 5 bulles",no
nov. 2022, En famille,Tout était magique,"La décoration et toutes les choses sont si magiques mais l'endroit était surpeuplé presque tout le trajet a du temps d'attente jusqu'à 40-50 minutes et certains ont plus de 90 minutes qui tuaient l'ambiance. Au moment du road show, il y avait encore trop de monde, vous pouvez planifier beaucoup mieux le road show afin que ceux qui se tiennent derrière puissent également voir le spectacle correctement en ajoutant un type de configuration différent","Sandefjord, Norvège",en,None,"4,0 sur 5 bulles",no
nov. 2022 , En famille,UN JOUR INOUBLIABLE,"Une expérience unique et inoubliable, complètement hors d'un conte de fées, qui vaut la peine d'être répétée encore et encore. Sans aucun doute, nous reviendrons.",1 contribution,es,None,"5,0 sur 5 bulles",no
nov. 2022 ,None,Expérience décevante à Disneyland Paris.,"Le personnel de Disneyland Paris doit SOURIRE et apprendre les MANIÈRES.Disneyland est censé être un endroit heureux, nous n'avons vu aucun des personnages de Disney World se promener pour donner l'occasion de prendre des photos comme dans America Disneyland. Le personnel était impoli et ne souriait pas et quand nous avons juste fini de regarder les feux d'artifice, ils nous ont pressés de manière très grossière en agitant une lumière rouge sur nos visages. . .France très décevante. . . . . Le Disneyland américain c'est tellement mieux.",1 contribution,fr,Écrit le 2 décembre 2022,"1,0 sur 5 bulles",no
nov. 2022 ,None,N'achetez PAS Photopass.,"Acheté Disney photopass pour 75 € dans le parc. Faites prendre des photos. Il manque la moitié des photos. E-mail envoyé et ils ont trouvé les photos qu'ils ont dites. J'ai les photos mais avec un cadenas. Je n'ai donc pas pu le télécharger. Il faut maintenant payer 90€ en ligne pour ces photos. Ridicule. N'obtenez aucune réponse de leur part. N'achetez PAS de photopass. Ils vous éclairent juste. Passé un bon week-end, mais il n'y a pas de souvenir sous la forme d'un album photo. Arnaque pure. Ne recommencez jamais et ne le recommandez à personne.",1 contribution,nl,None,"1,0 sur 5 bulles",yes
nov. 2022 , En famille,Disneyland n'est plus Disneyland Paris,"Habitué à venir à Disneyland Paris régulièrement depuis plusieurs années, j'en reviens déçu cette fois ci. Fini les fastpass il faut payer pour rejoindre les Coupes files. Fini les petits déj compris avec le séjour, il faut prendre la demi pension. À compter de 22h plus qu'un bus navette pour rejoindre les hôtels partenaires. Un bazar absolu dans la cohue avec des  gens qui s'écrasent dans les bus. Dangereux. Inacceptable. Les  prix des produits dans les boutiques ont explosés.Rien en dessous de 4euros pour un crayonLes prix de la restauration idem menu minimum 14€ pour un plat sans goût. Vraiment. Disneyland fête ses 30 ans de façon minimaliste. Parade des 30 ans 1 char.😮 😒😩. On sent bien que Disneyland Paris n'est plus en mesure de faire fonctionner la magie comme avant. Les pauvres cast members non d ailleurs pas vraiment la même dynamique qu'avant. Je les ai trouvé ternes sans entrain. Ce n'était pas comme ça avant. Avant on avait l'impression d'étre invité maintenant nous ne sommes que de simples clients. Dommage c'était trop bien AVANT.","Rodez, France",fr,Écrit le 2 décembre 2022,"2,0 sur 5 bulles",yes
nov. 2022 , En famille,Expérience positive - Temps d'attente aux attractions sous-estimé,"Tout est impeccable au niveau accueil, propreté, ... Très chouette ambiance et décoration.Pas la meilleure période que celle de fin nov-début déc car beaucoup d'attraction fermée.Par contre, gros bémol pour le temps d'attente aux attractions qui est sous-estimé! 10min affiché pour rencontrer Dark Vador s'est avéré être 55min et 35min étant en réalité 65min pour PeterPan.Beaucoup d'attente également pour Mickey (100min minimum)Beaucoup de monde aussi aux caisses côté Main Street","Bruxelles, Belgique",fr,None,"4,0 sur 5 bulles",no
None, En famille,Files d'attente interminables et prix exorbitants,"En 7 heures, nos enfants ont réussi à monter seulement 4 manèges car chaque attraction avait environ une heure ou plus de temps d'attente. C'était stressant et épuisant. Les prix des aliments dans tous les restaurants et stands étaient scandaleux. 5 euros pour une crêpe minable ???! 10 euros pour un hot-dog !?? Enfin, la mise en page était déroutante. J'ai largement préféré le parc Cinecittà World à Rome.","Amman, Jordanie",en,None,"1,0 sur 5 bulles",yes
nov. 2022, En famille,"Bon parc, mauvais informatique","Nous avons apprécié notre voyage DLP est magnifique. Nous sommes allés une journée relativement peu fréquentée, donc plusieurs manèges étaient des promenades. Fantasyland ressemble à DL il y a environ 25 ans. Aimez la promenade à travers des attractions comme le repaire du dragon et le curieux labyrinthe. . J'aimerais qu'ils en aient plus dans les parcs américains. WEB a été cassé lors de nos deux premières tentatives de conduite mais a finalement réussi. C'était bon. Rode Ratatouille plusieurs fois, sinon le parc des Studios semble plus adapté aux jeunes enfants. Disney IT est horrible. Le site Web n'arrêtait pas de planter, ne gardait pas nos billets chargés, ne nous laissait pas sortir des pages. Heureusement que nous avions des captures d'écran d'eux! Aucune carte papier n'est disponible, il a donc fallu un certain temps pour s'orienter.",USA,en,None,"4,0 sur 5 bulles",no
None,None,Temps incroyable,"Incroyable sur le point de rentrer chez moi après ma deuxième visite de l'année, toujours quelque chose de nouveau à voir et j'ai passé un moment incroyable, seul le problème a été résolu par le personnel de la réception vraiment serviable","Blackwood, UK",en,None,"5,0 sur 5 bulles",no
nov. 2022 ,None,très moyen,"attractions pour beaucoup fermées, peu de personnel , application disney confuse, difficultés pour s'orienter, parade mal préparée, restauration loin d'être à la hauteur, retards pour les spectacles, boutiques sans véritable choix.Pour avoir fait plus de 10 visites et séjours, je suis très déçue de ce 24 novembre à Disney.",1 contribution,fr,Écrit le 1 décembre 2022,"3,0 sur 5 bulles",no
None, En famille,Un endroit où le temps s'arrête.,"Un lieu magique, enchanté et extrêmement engageant, une atmosphère bien conçue et soignée, de très belles attractions à voir et à vivre de première main.",1 contribution,it,None,"5,0 sur 5 bulles",no
oct. 2022, En famille,Occasion manquée,"C'était ma deuxième visite au parc et je dois dire que malheureusement la soirée d'Halloween m'a un peu déçu. Tout d'abord, vous pouviez entrer à partir de 17h30 mais ils n'ont pas pris en compte le fait que la foule du soir se serait entassée avec celle du jour, donc pendant plus d'une heure nous sommes pratiquement restés immobiles à attendre la foule à diminuer pour pouvoir visiter le parc, entre autres ils nous ont fait passer par une entrée secondaire un peu miteuse avec des séparateurs en tôle et quelques lumières LED en forme de chauve-souris. Je m'attendais à plus de décorations et à ce que les restaurants ou les kiosques restent ouverts, mais beaucoup étaient déjà fermés à dix heures et je n'ai pas trouvé de plats à thème et je dois dire que les gadgets manquaient également. Je m'attendais à ce qu'il y ait beaucoup plus de choses que Nightmare Before Christmas ou Villains mais je n'ai pas trouvé grand-chose, en fait. Le défilé était sympa mais rien qui ne m'a laissé sans voix (malheureusement à cause de la pluie il n'y avait même pas de drones dans le show du château). En fin de soirée entre des attractions fermées, d'autres avec de très longues files d'attente nous n'avons réussi qu'à en faire trois ! Le billet ne comprend alors que l'entrée au Parc et non aux studios qui disposent de nombreuses attractions intéressantes. Je déconseille ce genre de soirée car en réalité il n'y a rien de spécial par rapport à une visite normale à la même période mais plutôt les files d'attente augmentent et les services diminuent.","Rome, Italie",it,None,"2,0 sur 5 bulles",no
oct. 2022,None,Quelque chose dont on se souviendra longtemps,"J'y suis allé avec ma femme et mes enfants, même si c'était assez bondé et que certains manèges avaient un long temps d'attente, cela en valait la peine. Une expérience dont nous nous souviendrons très longtemps.",1 contribution,en,None,"5,0 sur 5 bulles",no
nov. 2022 ,None,MAGIQUE,Week-end en amoureux magic ! Y retourner adulte c'est tout autant incroyable. Hâte d'y retourner pour retrouver la magie de Disney. ,France,fr,Écrit le 2 décembre 2022,"5,0 sur 5 bulles",no
None, En famille,Un rêve devenu réalité,"Un lieu magique qui vous emmène dans le temps, des spectacles, des attractions pour adultes et enfants. Un rêve devenu réalité, je recommande fortement de commencer par les montagnes russes où vous trouvez généralement plus de monde mais en arrivant à 9h00. Faire 2 parcs ensemble n'est pas conseillé car il y a tellement de choses à voir mais faisable si vous faites une sélection des choses les plus importantes à voir, peut-être vous faire aider par l'application Disneyland. La nourriture vaut évidemment le coup mais les restaurants sont très sympas, je recommande d'apporter une bonne baguette de chez vous :-) Mais dans l'ensemble les prix ne sont pas très élevés.Ne manquez pas la parade et le spectacle final....magnifique de l'expérience",7 contributions,it,None,"5,0 sur 5 bulles",yes
nov. 2022 ,None,super parc d'attraction,"Nous sommes restés 2 jour a Disneyland et nous nous sommes régaler et les enfants encore plus. Attraction du parc super , parade époustouflante. c'est un rêve qui c'est réaliser.",1 contribution,fr,None,"5,0 sur 5 bulles",no
nov. 2022 , En famille,toujours magique !,Vraiment au top comme d'habitude et je trouve les queues de mieux en mieux gérées. la plupart ne dépasse pas 30 min. contrairement à avant ou on faisait 4 attractions dans la journée !!seul bémol le space mountain qui est souvent à l'arrêt. ,4 contributions,fr,None,"5,0 sur 5 bulles",no
nov. 2022 , En famille,"A FUIR AVEC DES PETITS ENFANTS! Discrimination par l'argent , dédain de ses clients","J'ai l'habitude de ce Parc  mais je dois dire que tout est devenu scandaleux.A commencer par l'application, impossible de prendre un billet à prix fixe au guichet comme avant. Tout ce fait en amont par l'application et les tarifs s'envolent de minutes en minutes le jour même. C'est la bourse!Nous nous sommes retrouvé à payer 307 euros pour 1 entrée enfant et 2 adultes pour 1 PARC 1 JOURParking très cher! 40 euros.La magie n'y est clairement plus, tout est fait pour vous prendre votre argent.Vous payez très cher le billet pour beaucoup d'attractions fermées, un personnel agacés et pas aimable. Des files d'attentes à rallonge. Si vous voulez les éviter et faudra payer un lourd supplément par personne.  Fini le fast Past d'antan.C'est la discrimination par l'argent, accès VIP partout , nous on paye cher pour rester avec les gueux . Pour manger un 4 hot dog froids avec une saucisse dans du pain sans sauce ce sera 50 euros! Mais de qui se moque t-on?Et on se fait refouler car pour accéder aux restaurants ils faut réserver en amont par l'application sinon revenir à 14h! Sympa avec 2 petits affamés.Pas de réseau dans le parc pour utiliser correctement l'application.Sécurité déplorable lors de la parade, ou nous sommes entassés avec 2 petits bouts. Une poussette renversée! On se sent en danger bloqué dans la foule. Le mouvement de foule n'est pas loin.Parc normalement fait pour les enfants, mais le profit prend le dessus sur les rêve!On pourrait en dire encore et encore! Bref fini pour nous!D'autres Parcs considèrent mieux leurs clients et surtout les enfants.",1 contribution,fr,None,"1,0 sur 5 bulles",no
None, En famille,La farce de Disneyland ,"Quand vous achetez 176 € 3 billets pour l'entrée, que c'est le tarif quasiment le moins cher de l'année, que vous y aller un jour pluvieux de semaine du mois de novembre hors vacances scolaires, que vous savez déjà qu'au minimum vous devrez ajouter à cela 20€ de parking et 40€ de déjeuner , vous arrivez à Disneyland déjà délestés de 216€ (et vous n'avez pas encore passé le portique de sécurité). Mais bon, normalement vous allez bien profiter de votre journée avec des attractions incroyables et pas trop de monde (date oblige). Et bien non en fait. Un mardi 29 novembre pluvieux, vous vous retrouvez avec des milliers de personnes qui vont faire les mêmes attractions que vous. Mais bon, tant pis, les attractions doivent bien mériter qu on paie si cher et qu'on fasse la queue...et bien non plus dites donc! 45 min d'attente pour monter dans un wagonnet qui vous emporte à toute allure voir 3 scenettes de Pinocchio (que vous aurez à peine le temps d'admirer, le wagon va trop vite et vous recrache en moins de 1m30), 45 min pour monter dans une voiturette qui avance à 2 à l heure et vous asphyxie de pollution....non... Définitivement, à part hyper Space mountain, la déception s'est très vite faite sentir. Les attractions sont vieillottes, le monde insensé, les prix prohibitifs, les boutiques et resto bien plus nombreux que le reste. Bref, vous passez la journée à vous en vouloir d'avoir été assez idiot pour céder à ça, déçu d'avoir voulu faire plaisir à vos enfants et les voir finalement peu heureux dans cette cohue. Et n espérez pas voir Mickey dans une allée, il est dans son pavillon et pour le voir il faudra vous armer de patience. On aurait presque pu faire une photo avec Jaffar ou Baloo mais leur service était apparemment terminé. Magie de l'argent et temple de la surconsommation, bienvenue à Disneyland !","Paris, France",fr,Écrit le 1 décembre 2022,"2,0 sur 5 bulles",no
None,None,Palpitant,"Autant qu'on puisse l'écrire, justice ne sera jamais rendue au parc. Très grand, très propre, bien organisé. Les spectacles dans les deux pavillons étaient magnifiques. Palpitant","Castelfranco Emilia, Italie",it,None,"5,0 sur 5 bulles",no
oct. 2022 , En couple,Employée incroyable et attentionnée Fawzia.,"Un jour de notre voyage à Disney, nous avons mangé au restaurant Hakuna Matata. Nous avons eu une expérience incroyable dans ce restaurant. Je suis intolérant aux produits laitiers et tout le monde était très serviable, en particulier un membre du personnel Fawzia ! Fawzia était adorable, bien informée et attentionnée. Manger au restaurant en tant qu'intolérant aux produits laitiers est généralement très compliqué, j'ai donc été très agréablement surpris par mon expérience dans ce restaurant. Tout cela grâce à Fawzia. En plus de cela, elle ne m'a pas fait me sentir mal d'être différent, comme je le ressens habituellement dans la plupart des endroits.",1 contribution,en,None,"5,0 sur 5 bulles",no
None, En famille,Grand charme Disney à Paris,"Ce Disney a des files d'attente plus courtes que celles des États-Unis et certains membres de la distribution sont vraiment dedans, ce qui le rend excitant. Les points culminants étaient les décorations de Noël, Big Thunder Mountain et les spectacles de lumières et de feux d'artifice. Nous avons trouvé que les manèges ici étaient un peu plus intenses et saccadés que les autres Disneyland où nous sommes allés. Le parc a besoin d'un peu d'entretien pour peindre leurs manèges, nettoyer les espaces communs et rendre les manèges plus fluides. Le trajet Buzz Lightyear n'a pas réagi correctement aux lasers et il semble que de nombreuses cibles ne réagissent pas ou ne fonctionnent pas, Hyperspace Mountain n'est pas lisse et Phantom Manor est saccadé au point d'être un peu inconfortable. En espérant que des changements puissent être mis en œuvre bientôt afin que l'expérience puisse être aussi bonne que dans les autres parcs où ces problèmes ne sont pas aussi perceptibles. La nourriture dans le parc est correcte, mais la plupart ne sont que des collations dans les étals. Si vous voulez un repas copieux, il vaut la peine de faire une réservation à l'un des sièges ou d'aller à Disney Village pour trouver des options moins chères et plus copieuses. Les collations ne sont pas remarquables comme les autres Disney, mais tout a toujours bon goût. Nous recommandons un laissez-passer de deux jours pour le parc et passer le premier jour à Walt Disney Studios, le premier soir à Disneyland Paris et le deuxième jour une combinaison de. Disneyland Paris a tous les spectacles de lumière et feux d'artifice et mérite une visite en soirée. Nous avons également séjourné sur place, ce qui nous a plu car il y a de nombreuses navettes vers les hôtels Disney et toutes sont à moins de 20 minutes à pied des portes du parc. Le décor de Noël est toujours impressionnant et festif à Disney et cela s'est bien répercuté sur les hôtels et Restaurants! Beaucoup de beaux souvenirs et de détails cachés aussi.","Edmonton, Canada",en,None,"4,0 sur 5 bulles",yes
nov. 2022 ,None,"2 heures de file d'attente pour les jeux qui durent 70 secondes, voir le pinocchio blanc neige, etc.","c'est tout un bussines je comprends tout sauf un demi litre d'eau 3,90€ sans parler des gadgets mais il y a ce que je ne comprends pas que les jeux d'enfants durent une fraction de seconde après des attentes épuisantes",1 contribution,it,None,"3,0 sur 5 bulles",no
nov. 2022 , Entre amis,Un lieu magique,"Nous avons adoré ce voyage, il est très important d'avoir l'application et de vous guider à travers elle. Il est également très important de réserver dans les restaurants car ils se remplissent rapidement, nous avons adoré la nourriture au Silver Spur Steakhouse.",4 contributions,es,None,"5,0 sur 5 bulles",no
